"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","UASLOCATION","DATASET"
2020-04-05,"19:42","2020-04-05T19:42Z","N633DC","NCRCC","UAS",NA,"PCT","Aircraft observed a UAS off the left side while SW bound at 2000 feet 7 SW of RIC. No evasive action was taken. Chesterfield CO. PD notified at 804-748-1251",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 SW of RIC","AIRPORT"
2020-06-29,"17:37","2020-06-29T17:37Z","N5337F","DEN","UAS",NA,"D21","Aircraft observed a silver UAS off the left side while SW bound at 3,500 feet 3 SE of PTK. No evasive action was taken. Oakland County Law Enforcement was notified at 248-858-4911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 SE of PTK","AIRPORT"
2020-07-12,"01:05","2020-07-12T01:05Z","CFS7687","DEN","UAS",NA,"PDX","Aircraft observed a white UAS from the front side while N bound at 2100 feet 2.5 SE of PDX. No evasive action was taken. LE notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5 SE of PDX","AIRPORT"
2020-08-14,"17:56","2020-08-14T17:56Z","SHARK1","DEN","UAS",NA,"DTS","Aircraft observed a UAS 250' below while W bound at 300 feet 2.5 E of DTS. No evasive action was taken. Okaloosa PD notified at 850-651-7166.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2.5 E of DTS","AIRPORT"
2020-08-14,"21:38","2020-08-14T21:38Z","SKW3419","DEN","UAS",NA,"ZOA","Aircraft observed a black UAS off the right side while S bound at 3,500 feet 8 E of OAK. No evasive action was taken. Alameda County Sheriff Dispatch notified at 510-667-7721.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 E of OAK","AIRPORT"
2020-08-29,"19:08","2020-08-29T19:08Z","N14782","DEN","UAS",NA,"OKC","Aircraft observed a white quadcopter UAS pass 50 feet below the Aircraft while S bound at 3,600 feet, 5.5 W of PWA. No evasive action was taken. OKC PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5.5 W of PWA","AIRPORT"
2020-10-13,"22:58","2020-10-13T22:58Z","R01053","NCRCC","UAS",NA,"ADW","DCA-1:  R01053 reported a red and yellow UAS, type unknown 5 S of ADW (DCA144011).  R01053 was at 1,800 feet and reported the UAS was Sbound approximately 75 feet below aircraft.  Law enforcement is being contacted.  MOR will be filed.  Update:  The siting was reported at 2255 Zulu.  2308:  ADW ATCT reports Prince Georges County PD was notified at 301-352-1200.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 S of ADW","AIRPORT"
2021-04-11,"17:07","2021-04-11T17:07Z","N922WV","DEN","UAS",NA,"FAT","Aircraft observed a UAS off the right side at the same altitude of 1,800 feet with N bound 1 S of FAT. No evasive action taken. Fresno County Sheriff and PD notified at 1-800-522-0086/559-498-1414.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 S of FAT","AIRPORT"
2021-05-09,"18:42","2021-05-09T18:42Z","N807N","NCRCC","UAS",NA,"PCT","Aircraft observed a UAS 10 E of EMI at altitude 4,700 feet at 1820.  No evasive action was taken.  PCT is contacting law enforcement.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 E of EMI","AIRPORT"
2021-05-18,"18:36","2021-05-18T18:36Z","N127AP","DEN","UAS","MOR","GTU","Aircraft observed a black quad copter, 2 feet in diameter, while WNW bound at 1,300 feet 2 ESE of GTU. No evasive action was taken.  Georgtown PD notified at 512-930-3510.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 ESE of GTU","AIRPORT"
2021-05-20,"20:30","2021-05-20T20:30Z","BILLY1","DEN","UAS",NA,"BAF","Aircraft observed a UAS at the 12 o'clock position at the same altitude while NNE bound at 3,000 feet 6 NE of BAF. No evasive action was taken. LEO notification not provided. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NE of BAF","AIRPORT"
2021-05-21,"20:15","2021-05-21T20:15Z","ASH6152","NCRCC","UAS","NCR-COORDINATION","PCT","UAS:  Aircraft observed a UAS 5 SE of IAD at 4000 feet.  No evasive action was taken.  UAS appeared to be silver in color.  Fairfax County PD notified at 703-691-2131.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 SE of IAD","AIRPORT"
2021-05-28,"20:27","2021-05-28T20:27Z","N7425T","DEN","UAS",NA,"ZSE","Aircraft observed a green UAS at 4,000 feet, 17 NE of DSD. No evasive action was taken. DSD PD notified at 541-693-6911. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17 NE of DSD","AIRPORT"
2021-06-10,"19:46","2021-06-10T19:46Z","N653DE","DEN","UAS",NA,"CDW","Aircraft observed a UAS off the left side while NE bound at 1,500 feet 2 WNW of CDW. No evasive action taken. Fairfield PD notified at 973-227-1400.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 WNW of CDW","AIRPORT"
2021-06-12,"15:55","2021-06-12T15:55Z",NA,"DEN","UAS",NA,"TPA","MCF Base security observed a UAS 1.5 NE of MCF at 30-50 feet. No evasive action was taken. MCF Base Security LEO not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5 NE of MCF","AIRPORT"
2021-06-21,"18:56","2021-06-21T18:56Z","MUSEL18","NCRCC","UAS","SUSPICIOUS ACTIVITY, TOI-NCR FRZ","ADW","DCA-1: DCA072008, 1 NW of FEDEX Field, MUSEL18, UH1 observed a UAS/Quadcopter off the LEFT side while Nbound at 2100 feet. No evasive action was taken. Maryland State College Park Campus Police Department notified at 301.345.3101.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NW of FEDE","AIRPORT"
2021-07-01,"17:27","2021-07-01T17:27Z","N48BP","DEN","UAS",NA,"PWK","Aircraft observed a UAS off the left side at 1,700 feet 12 NW of ORD. No evasive action was taken. Lake County Sheriff notified at 847-549-5200. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 NW of ORD","AIRPORT"
2021-07-07,"03:06","2021-07-07T03:06Z","N996EP","DEN","UAS",NA,"NCT","Aircraft observed a UAS off the left side while WNW bound at 8,000 feet, 20 ENE of SJC. No evasive action was taken. Santa Clara County Sheriff notified at 408-293-32333.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 ENE of SJC","AIRPORT"
2021-07-11,"20:10","2021-07-11T20:10Z","SKW3356","DEN","UAS",NA,"PDX","Aircraft observed a blue UAS/balloon at the 10 o'clock position while W bound at 1,000 feet 3 E of PDX. No evasive action was taken. Port of Portland notified at 503-460-4000. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 E of PDX","AIRPORT"
2021-07-14,"18:12","2021-07-14T18:12Z","N878Z","DEN","UAS",NA,"SJU","Aircraft observed a UAS at the same altitude, 4,500 feet, while E bound, 5 N of SJU. No evasive action was taken. San Jose PD notified at 408-277-8911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 N of SJU","AIRPORT"
