"index","REMARKS","UAS_Location_Runways","dateonly","timeonly","DATE","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","FACILITY.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","METAR.CEDAR","POTENTIALLYSIGNIFICANT.CEDAR","IFRIVR.CEDAR","AUTHCERT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASREGISTRATIONNUM.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","UASFORMATION.CEDAR","CLOSESTPROXIMITY.CEDAR","UASWEIGHTGT55.CEDAR","UASDIM.CEDAR","UASFWROTOR.CEDAR","PILOTREPORTEDNMAC.CEDAR","TCASRA.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","DATASET","UASLOCATION","RWYLOCATION"
1921,"Aircraft reported a small red rotor-craft UAS 500 feet below them while N bound at 4,500 feet 5NM NNE Castroville, TX. No evasive action taken. Medina County Sheriff notified at 830-741-6153.","UNKN","12/16/2018","1:13","2018-12-16T01:13Z","DEN","UAS",NA,"SAN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM NNE  SAN",NA
1923,"Aircraft reported a white quad copter UAS off the left side,pass 100 feet below Aircraft while climbingthrough 5000 feet, 7NMWSW of PHL. No evasive action or LEO notification reported. ","UNKN","12/20/2018","6:12","2018-12-20T06:12Z","DEN","UAS","MOR","PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7NMWSW of PHL",NA
86,"Aircraft observed a UAS 200 feet above the Aircraft at the 12 o'clock position while NNW bound at 5,400 feet4.5 NMSE ofSLC. No evasive action was taken. Salt lake Airport PD notified at 801-575-2401.","UNKN","12/24/2018","10:38","2018-12-24T10:38Z","DEN","UAS",NA,"SLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","4.5 NMSE ofSLC",NA
1932,"Aircraft reported a UAS at the same altitude while N bound at 2,200 feet 5NM SW of San Juan, PR. No evasive action taken. San Juan Airport PD notified at 787-791-3375.","UNKN","1/16/2019","2:39","2019-01-16T02:39Z","DEN","UAS",NA,"SJU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM SW of SJU",NA
1933,"Aircraft reported a UAS off the left side and 200 feet low while NNW bound at 10,500 feet, 12 NM WNW of Hyannis, MA. No evasive action taken. Mass State PD notified at 508-465-9200. ","UNKN","1/16/2019","3:17","2019-01-16T03:17Z","DEN","UAS",NA,"A90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM WNW of A90",NA
1941,"Aircraft reported a white UAS off theright at the same altitude while westbound at 1,600 feet,2 NMW of BOS. No evasive action taken. Departures suspendedfor short period.LEO notified at 617-568-7300. ","UNKN","1/25/2019","23:08","2019-01-25T23:08Z","DEN","UAS",NA,"BOS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NMW of BOS",NA
1945,"Aircraft reported a quad-copter UAS while S bound at 6,000 feet 4NM W of Reno, NV. No evasive action taken. LEO notification not reported.","UNKN","2/3/2019","7:59","2019-02-03T07:59Z","DEN","UAS",NA,"RNO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4NM W of RNO",NA
1948,"Aircraft reported a white quadcopterUAS, 300 feet below, while E bound at 2,000 feet, 12NMW of PBI.No evasive action taken. Palm Beach Sheriff notified 561-471-7426.","UNKN","2/9/2019","23:54","2019-02-09T23:54Z","DEN","UAS",NA,"PBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12NMW of PBI",NA
1950,"Aircraft reported a UAS while W bound at 2,200 feet 2 NM NE of Prospect Heights airport. No evasive action taken. FBI notified at 312-829-2677. ","UNKN","2/16/2019","0:02","2019-02-16T00:02Z","DEN","UAS",NA,"PWK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM NE of PWK",NA
93,"Aircraft observed a UAS off their left side while S bound at 2,500 feet 10NM ENE of Sanford, FL. No evasive action reported. LEO notification not reported.","UNKN","2/25/2019","2:33","2019-02-25T02:33Z","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10NM ENE of F11",NA
1961,"Aircraft reported a UAS while NNW bound at 2,500 feet, 8 NM SE of Everett, WA. No evasive action taken. Snohomish County Sheriff notified at 425-407-3970. ","UNKN","3/3/2019","1:15","2019-03-03T01:15Z","DEN","UAS",NA,"S46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM SE of S46",NA
1973,"Aircraft reported a fixed-wing UAS pass within 100 feet while W bound at 500 feet, 1 NM SW of Olathe, KS. No evasive action take. LEO not notified. Central ROC reporting. ","UNKN","3/16/2019","0:09","2019-03-16T00:09Z","DEN","UAS",NA,"SW1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM SW of SW1",NA
1978,"Aircraft reported a grey UAS pass 100 feet off the right side while E bound at 3,800 feet, 4 NM W of Pompano Beach, FL. No evasive action reported. Broward County Sheriff notified at 954-764-4357. ","UNKN","3/17/2019","20:30","2019-03-17T20:30Z","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM W of MIA",NA
1979,"Aircraft reported a black quadcopter UAS while SSE bound at 3,000 feet 5 NM E MSD. No evasive action taken. Mt. Pleasant PD notified at 843-884-4176.","UNKN","3/18/2019","20:38","2019-03-18T20:38Z","DEN","UAS",NA,"CHS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","5 NM E MSD",NA
98,"Aircraft observed a small black UAS approximately 1 foot in diameter while E bound at 3,000 feet 12 NM E TNV. No evasive action was taken. Grimes County Sheriff County Sheriff notified at 936-873-2151.","UNKN","3/24/2019","2:31","2019-03-24T02:31Z","DEN","UAS",NA,"I90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","12 NM E TNV",NA
1984,"Aircraft reported a white quad-rotor UAS while E bound at 2,700 feet, 4 nm W of FLL. No evasive action taken. Broward County Sheriff notified at 954-764-4357. ","UNKN","3/26/2019","1:46","2019-03-26T01:46Z","DEN","UAS",NA,"FLL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 nm W of FLL",NA
1993,"Aircraft reported a black quad-copter UAS at the same altitude while ESE bound at 9,500 feet 6.5 NM SE SJC. No evasive action taken. San Jose PD notified at 408-277-8911.","UNKN","4/2/2019","7:31","2019-04-02T07:31Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","6.5 NM SE SJC",NA
1996,"Aircraft reported a grey 4 foot by 4 foot fixed wing UAS resembling an A10 aircraft at 1440, 18 NM NW of Hobbs, NM.UAS was reported to be at 5,5000-6,000 feet in altitude, squawking 1200and was lost on radar in the vicinity of Artesia, NM.Reporting aircraft was at 8,000 feet and no evasive action was taken. Unknown if LEO was notified. ","UNKN","4/4/2019","20:29","2019-04-04T20:29Z","DEN","UAS","PAGED","ZAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","18 NM NW of ZAB",NA
2012,"Aircraft reported a silver UAS off the left side at the same altitude while E bound at 11,000 feet.  NM NW of SFO. No evasive action taken. LEO not notified. ","UNKN","4/22/2019","2:43","2019-04-22T02:43Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)"," NM NW of NCT",NA
106,"Aircraft observed a blue UAS at the same altitude while N bound at 3,000 feet 3 NM S of X35. No evasive action was taken. Citrus County Sheriff notified at 352-726-1121.","UNKN","4/22/2019","22:02","2019-04-22T22:02Z","DEN","UAS",NA,"JAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM S of JAX",NA
2033,"Aircraft reported a 4 feet in diameter black and orange UAS at 6 o'clock at same altitude of 5,000 feet, 18NMN of BHM. No evasive action reported. Jefferson County Sheriff notified at 205-325-5900.","UNKN","5/15/2019","17:45","2019-05-15T17:45Z","DEN","UAS",NA,"BHM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","18NMN of BHM",NA
2034,"Aircraft reported a black quad copter at 12 o'clock. Aircraft was south bound at 2,500 ft. 1 NM WNW Brooksville. No evasive action taken. LEO was not notified. ","UNKN","5/18/2019","23:08","2019-05-18T23:08Z","DEN","UAS",NA,"TPA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM WNW  TPA",NA
2039,"Aircraft reported a silver UAS 500 feet below the aircraft while at 3,500 feet 6 NM SW Lawrenceville. No evasive action taken. Gwinnett County Sheriff notified at 770-573-5000.","UNKN","5/20/2019","0:49","2019-05-20T00:49Z","DEN","UAS",NA,"A80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM SW  A80",NA
2040,"Aircraft reported a white UAS 300 feet below the aircraft while at 2,000 feet 5NMN of CHA. No evasive action taken. LEO was not notified. ","UNKN","5/20/2019","2:22","2019-05-20T02:22Z","DEN","UAS",NA,"CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NMN of CHA",NA
2060,"Aircraft reported a red UAS pass 5 feet below aircraft while WSW bound at 7,000 feet 10NM SW PMD. No evasive action taken. LA County Sheriff notified at 562-421-2701.","UNKN","6/3/2019","1:13","2019-06-03T01:13Z","DEN","UAS",NA,"SCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","10NM SW PMD",NA
2062,"Aircraft reported a black and white quadcopter UAS 1,000 feet below aircraft while eastbound at 4,000 feet, 5NM NNW SJC. No evasive action taken. San Jose PD notified at 408-277-8911.","UNKN","6/3/2019","3:10","2019-06-03T03:10Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","5NM NNW SJC",NA
2065,"Aircraft reported a 1-2 foot UAS with rotors passed 100 yards left while SW bound at 7,500 feet 5NM S of 0RW. PIC veered right to avoid UAS. Connecticut State PD notified at 860-848-6500. ","UNKN","6/3/2019","20:57","2019-06-03T20:57Z","DEN","UAS","PAGED","PVD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5NM S of PVD",NA
2068,"Aircraft reported a white UAS with silver camera 100 feet above aircraft while NE bound at 4,000 feet, 15NM NE LGA. No evasive action taken. New York PD Aviation notified at 718-692-1220.","UNKN","6/3/2019","23:55","2019-06-03T23:55Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","15NM NE LGA",NA
2070,"Aircraft reported a UAS at 500 feet, 3.75NM SE NCA. No evasive action reported. NCA base operations notified at 910-449-6316.","UNKN","6/4/2019","0:43","2019-06-04T00:43Z","DEN","UAS",NA,"NKT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","3.75NM SE NCA",NA
2072,"Aircraft reported an orange quad copter UAS moving southbound at 2,000 feet while aircraft was northbound at the same altitude 18NM ESE TNV VOR.No evasive action taken. Montgomery County Sheriff notified at 936-760-5800. ","UNKN","6/4/2019","1:23","2019-06-04T01:23Z","DEN","UAS",NA,"HOU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NAVAID","18NM ESE TNV",NA
2075,"Aircraft reported a red and black UAS at 9 O'clock, 200 feet below while E bound at 3,000 feet, 10NM W IAH. No evasive action taken. Houston PD notified at 832-395-1995.","UNKN","6/4/2019","3:47","2019-06-04T03:47Z","DEN","UAS",NA,"IAH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","10NM W IAH",NA
2081,"Aircraft reported a white UAS whileSW bound at 2,000 feet, 5NM NE BUF. No evasive action taken. LEO notification not reported.","UNKN","6/7/2019","23:34","2019-06-07T23:34Z","DEN","UAS",NA,"BUF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","5NM NE BUF",NA
2082,"Aircraft reported a red and white UAS 200 high while S bound at 3,500 feet, 25 NM SSW of Grand Prairie, TX. PIC turned left to avoid UAS. LEO not notified. ","UNKN","6/8/2019","6:26","2019-06-08T06:26Z","DEN","UAS",NA,"D10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","25 NM SSW of D10",NA
2086,"VFR Aircraft reported a white quad copterUAS at 1,000 feetbehind himwhile NW bound at 2,600 feet 3NM SW of Chino, CA. No evasive action reported. Chino PD notified at 909-628-1234. ","UNKN","6/10/2019","1:18","2019-06-10T01:18Z","DEN","UAS",NA,"CNO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3NM SW of CNO",NA
2087,"Aircraft reported a yellow and black UAS while at 2,600 feet 7NM N of Danbury, CT. No evasive action taken. LEO notification not reported. ","UNKN","6/10/2019","5:29","2019-06-10T05:29Z","DEN","UAS",NA,"DXR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7NM N of DXR",NA
121,"Aircraft observed a red quad-copter UAS pass off theright side whileN bound at 3,500 feet 8 NMW of CCR.No injuries reported.Contra Costa County Sheriff notified at 925-646-2441.","UNKN","6/22/2019","8:35","2019-06-22T08:35Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NMW of NCT",NA
2100,"Aircraft reported a green and white UASof right side while NW bound at 2200 feet, 20NMNW of HUM.No evasive action taken. St James Sheriffnotified at 225-562-2210.","UNKN","6/22/2019","21:25","2019-06-22T21:25Z","DEN","UAS",NA,"MSY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20NMNW of MSY",NA
122,"Aircraft observed a UAS 500 feet above the Aircraft offtheleft side whileNE bound at 3,000 feet7 NMNW of FWA.No injuries reported.Allen County Sheriff notified at 260-449-3000. ","UNKN","6/23/2019","7:56","2019-06-23T07:56Z","DEN","UAS",NA,"FWA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NMNW of FWA",NA
123,"Aircraft observed a largered and black UAStheright side while WNW bound at 7,000 feet 6 NMESE of SAC.No injuries reported.Sacramento PD notified at 916-874-5115.","UNKN","6/23/2019","7:59","2019-06-23T07:59Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NMESE of NCT",NA
2101,"Aircraft reported a red quad-copter UAS off left side whileW bound at 3000 feet, 11NME of ATL. No evasive action taken. Rockdale County Sheriff notified at 770-957-9121.","UNKN","6/23/2019","22:12","2019-06-23T22:12Z","DEN","UAS",NA,"A80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","11NME of A80",NA
2102,"Aircraft reported a white quad rotor UAS 300 feet low while NW bound at 2,600 feet 8 NM SE of New Bedford, MA. No evasive action taken. New Bedford PD notified at 508-991-6300. ","UNKN","6/24/2019","4:14","2019-06-24T04:14Z","DEN","UAS",NA,"PVD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM SE of PVD",NA
2103,"Aircraft reported a UASwhileS bound at 6000 feet, 17NMS of EWR. No evasive action taken. NJ StatePD notified at 609-963-6817.","UNKN","6/24/2019","18:14","2019-06-24T18:14Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","17NMS of N90",NA
2105,"Aircraft reported a white UAS 100 feet low while SW bound at 1,200 feet 5.5 NM NE or ORL. No evasive action taken. Orange County Sheriff notified at 407-893-3600. ","UNKN","6/24/2019","21:50","2019-06-24T21:50Z","DEN","UAS",NA,"ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5.5 NM NE  ORL",NA
125,"Aircraft observed a UAS 200 feet below the Aircraft while ENE bound at 2,000 feet3 NMW of VNY. No evasive action was taken. Los Angeles PD notified via frequency.","UNKN","7/6/2019","3:29","2019-07-06T03:29Z","DEN","UAS",NA,"VNY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NMW of VNY",NA
127,"Aircraft observed a small white UAS at the 12 o'clock position moving E bound 1,000 feet below the Aircraft whileW bound at16,000 feet 10 NMN ofHUO. No evasive action was taken. New York State Police notified at 845-888-2681.","UNKN","7/14/2019","22:02","2019-07-14T22:02Z","DEN","UAS",NA,"ZBW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","10 NMN ofHUO",NA
2121,"Aircraft reported a UAS from theright side 1,000 feet away proceedingS boundwhile NE bound at 3,000 feet,5 NMNE of MMU.No evasive action taken. NJ State Aviation Unit notified at 908-203-8903. ","UNKN","7/16/2019","3:38","2019-07-16T03:38Z","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NMNE of N90",NA
133,"Aircraft observed a UAS 700 feet below while west bound at 10,000 feet 5 NM NW of 0M3. No evasive action taken. Hohenwald Sheriff notified at 931-796-5096.","UNKN","7/20/2019","0:38","2019-07-20T00:38Z","DEN","UAS",NA,"ZME",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM NW of ZME",NA
134,"Aircraft observed a UAS E bound at 9,300 feet 5 NM NW of 0M3 Airport. No injuries reported. Local LEO notified. ","UNKN","7/20/2019","1:00","2019-07-20T01:00Z","DEN","UAS",NA,"M03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM NW of M03",NA
166,"Aircraft observed a silver UAS while NE bound at 4,500 feet 1NM S of Romeoville, IL. No evasive action reported. Chicago FBI notified at 312-421-6700.","UNKN","7/30/2019","0:20","2019-07-30T00:20Z","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1NM S of WOC",NA
196,"Aircraft observed a quad copter UAS near Sugar Mill while SSE bound at 1,600 feet 6NM NNW of Honolulu, HI. Evasive action not reported but PIC stated they ""almost had a near midair."" PIC was given the facility phone number to call so they could supply more info, but never called back. Honolulu PD notified.","UNKN","8/9/2019","2:45","2019-08-09T02:45Z","DEN","UAS",NA,"HCF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6NM NNW of HCF",NA
204,"Aircraft observed a black UAS at the same altitude of 1,300 feet while E bound at 1.5 NM E of Hilton Head Island. No evasive action was taken. Beaufort County Sheriff notified at 843-432-2962. ","UNKN","8/11/2019","14:56","2019-08-11T14:56Z","DEN","UAS",NA,"BPT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5 NM E of BPT",NA
219,"Aircraft observed a UAS 100 feet high off the left side while E bound at 7,400 feet 6 XX NM SW of APA. No evasive action was taken. Douglas County Sheriff notified at 303-660-7500. ","UNKN","8/17/2019","0:33","2019-08-17T00:33Z","DEN","UAS",NA,"APA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)"," NM SW of APA",NA
224,"Aircraft observed a UAS at 1100 feet while southeast bound 3 NM ESE of Miami. No evasive action was taken. Miami Dade SO notified at 305-876-7373.","UNKN","8/21/2019","15:49","2019-08-21T15:49Z","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM ESE of MIA",NA
225,"Aircraft observed a black UAS off the left side while Westbound at 4,500 feet 10NM NW of Black River Falls. No evasive action was taken. LEO not notified. ","UNKN","8/21/2019","21:30","2019-08-21T21:30Z","DEN","UAS",NA,"ZMP",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10NM NW of ZMP",NA
227,"Aircraft observed a UAS at 500 feet while WSW bound 1 NM N of Peirce College. No evasive action was taken. VNY Airport PD notified. ","UNKN","8/22/2019","20:15","2019-08-22T20:15Z","DEN","UAS",NA,"VNY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM N of VNY",NA
233,"Aircraft observed a white UAS from the 12 o'clock position while SSW bound at 11,200 feet 9 NM ENE of Concord. No evasive action was taken. Solano County Sheriff notified at 707-421-7090.","UNKN","8/26/2019","1:06","2019-08-26T01:06Z","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","9 NM ENE of NCT",NA
239,"Aircraft observed a small blue UAS at 6,000 feet 2 NM N of Calhoun. No evasive action was taken. Gordon County Sheriff notified at 706-879-5450.","UNKN","8/29/2019","0:40","2019-08-29T00:40Z","DEN","UAS",NA,"CHA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM N of CHA",NA
253,"Aircraft observed a grey UAS crossing in front while NE bound at 1,200 feet 3 NM E of 26N. No evasive action was taken. Ocean City PD notified.","UNKN","9/7/2019","19:45","2019-09-07T19:45Z","DEN","UAS",NA,"ACY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM E of ACY",NA
266,"Aircraft observed a yellow fixed wing UAS W bound at 4,000 feet 5 NM E of Chambers County Airport/KT90, TX. No evasive action was taken. FBI notified at 713-693-5000. ","UNKN","9/15/2019","18:26","2019-09-15T18:26Z","DEN","UAS",NA,"I90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM E of I90",NA
275,"Aircraft observed a UAS off the left side while W bound at 1,500 feet 3NM E of Fullerton, CA. No evasive action was taken. LEO notified via 911.","UNKN","9/19/2019","23:12","2019-09-19T23:12Z","DEN","UAS",NA,"FUL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3NM E of FUL",NA
