,IDENT,NAME,LATITUDE,LONGITUDE,ICAO_ID,DECLINATION
8464,1MD6,Metroplex,38.94622222222222,-76.86830555555554,,-10.85243
8465,CO25,Metrogro Farm,39.49611111111111,-103.72361111111113,,7.18636
8466,TN92,Metrocenter,36.1917225,-86.80833222222222,,-3.95923
8467,3CL1,Metro Water District,34.05468333333333,-118.23614444444445,,11.69840
8468,OAK,Metro Oakland Intl,37.72125000000001,-122.22113888888887,KOAK,13.20189
8469,0TA5,Metro Heli-Pad,29.61467666666667,-95.35493805555555,,2.10747
8470,53OI,Metro Health Medical Center,41.46063352777778,-81.69763113888891,,-8.30752
8471,MTF,Metro Fld,64.80678999999999,-147.76242111111108,,16.39912
8472,47NJ,Metro Electric,40.89388888888889,-74.16111111111111,,-12.63992
8473,15PN,Metro Edison,40.37509277777778,-75.93854222222222,,-11.63060
8474,41LA,Metro Aviation,32.53638888888889,-93.76,,1.04580
8475,MTM,Metlakatla,55.13104527777778,-131.5780675,PAMM,18.07749
8476,S52,Methow Valley State,48.42494833333333,-120.14588555555555,,15.18254
8477,87XA,Methodist Midlothian Medical Center,32.47083333333334,-96.98305555555555,,3.03597
8478,90TN,Methodist Medical Center of Oak Ridge Hospital,36.02505,-84.24555555555554,,-5.72345
8479,0XA9,Methodist Mansfield Medical Center,32.567225,-97.09558888888887,,3.10279
8480,TN69,Methodist Lebonheur Healthcare Germantown Hospital,35.08964444444445,-89.80731388888887,,-1.74883
8481,3TN1,Methodist Hospital-North,35.23458611111111,-89.89186666666667,,-1.70125
8482,TX87,Methodist Hospital South,28.93249166666667,-98.52530833333331,,3.87868
8483,81II,Methodist Hospital of In Inc,39.78938333333333,-86.162475,,-4.85654
8484,54IN,Methodist Hospital Nr 2,39.789375,-86.16222222222223,,-4.85672
8485,IN79,Methodist Hospital Northlake,41.59882500000001,-87.35859166666665,,-4.20477
8486,IN06,Methodist Hospital Helistop,39.788775,-86.16176111111113,,-4.85698
8487,TN25,Methodist Hospital Central,35.13669722222223,-90.01808055555556,,-1.60580
8488,TX86,Methodist Hospital Alkek,29.710507500000002,-95.39882805555555,,2.13102
8489,XS83,Methodist Hospital,29.507652777777782,-98.57130555555555,,3.90949
8490,1TN4,Methodist Healthcare,36.04923333333333,-89.38010833333333,,-2.12668
8491,08KT,Methodist Health,37.62833333333333,-87.947,,-3.30028
8492,XA62,Methodist Dallas Medical Center,32.760480555555546,-96.8244,,2.94140
8493,XS97,Methodist Charlton Medical Center,32.6452,-96.87787777777777,,2.97343
8494,6WA7,Metaline Radio,48.918531388888894,-117.41635694444444,,14.56389
8495,HQZ,Mesquite Metro,32.74696277777778,-96.53041722222223,KHQZ,2.76471
8496,67L,Mesquite,36.83313888888889,-114.05588888888887,,11.15909
8497,NY49,Mesmer,42.992777777777775,-78.9863888888889,,-10.39831
8498,6CO2,Mesawood,38.961111111111116,-107.95777777777779,,9.22693
8499,TX13,Mesa Vista Ranch,35.88927777777778,-101.03013888888887,,5.46084
8500,99NV,Mesa View Rgnl Hospital,36.81009722222222,-114.11690555555555,,11.17329
8501,7NM1,Mesa Verde Ranch Strip,32.935277777777785,-106.04527777777777,,7.70175
8502,CD33,Mesa Verde,37.249995277777785,-108.50064472222222,,9.24054
8503,08AZ,Mesa Police,33.41744444444444,-111.83666666666666,,9.90699
8504,KIC,Mesa Del Rey,36.228555555555566,-121.12130555555555,KKIC,12.69868
8505,81CO,Mesa 1,40.40611111111111,-106.82138888888888,,8.87333
8506,24CA,Mesa,34.205688888888886,-118.17370833333334,,11.71501
8507,3XA9,Mes Sabine Pass,29.72027777777777,-93.86833333333333,,1.21689
8508,3OH9,Merts Fld,39.56165833333333,-83.85769444444443,,-6.48594
8509,WI26,Mertinkes,44.70496083333334,-91.46543694444445,,-1.35765
8510,3CO2,Mertens,40.61748388888889,-103.33326833333334,,7.05661
8511,F02,Mertarvik Quarry Road Landing Strip,60.81838488888889,-164.51901352777782,PFME,9.19182
8512,PA01,Merrys Pymatuning,41.675054444444434,-80.43451194444445,,-9.19561
8513,NH68,Merrymeeting Lake,43.47996944444446,-71.17015555555557,,-14.51655
8514,08B,Merrymeeting Fld,44.0,-69.8871388888889,,-15.11080
8515,COI,Merritt Island,28.34161111111111,-80.68547222222223,KCOI,-7.02069
8516,4PN7,Merritt Fld,41.42091111111111,-76.53439166666666,,-11.51692
8517,2OH2,Merritt,39.47200722222223,-83.48991833333334,,-6.73101
8518,NH41,Merrimack,42.81703166666667,-71.50534472222222,,-14.22859
8519,68NY,Merrimac Farms,42.750063055555565,-77.78388972222223,,-11.08168
8520,01OK,Merrill Ranch,35.89535277777778,-96.02612222222223,,2.42915
8521,IA39,Merrill Pioneer Community Hospital,43.421861111111106,-96.17911111111113,,2.40723
8522,RRL,Merrill Muni,45.19891666666666,-89.71286111111111,KRRL,-2.84141
8523,MRI,Merrill Fld,61.213545055555564,-149.84472413888892,PAMR,15.36351
8524,JY16,Merrill Creek Reservoir,40.74,-75.09055555555554,,-12.14694
8525,0NE0,Merrihew,41.84998333333333,-101.9504602777778,,6.32150
8526,2VA3,Merlin Aerodrome,37.31682777777778,-77.86654999999998,,-10.00154
8527,CDV,Merle K (Mudhole) Smith,60.491639722222224,-145.47755777777778,PACV,16.72851
8528,3IS4,Merkle,42.28890305555555,-90.34540611111109,,-1.98704
8529,NK87,Merkle,43.066724722222226,-78.5997497222222,,-10.65577
8530,SCD,Merkel Fld Sylacauga Muni,33.17183333333333,-86.30552777777777,KSCD,-3.98128
8531,5MD3,Meritus Hospital,39.62295555555556,-77.68615,,-10.51029
8532,WI93,Meriter/Park,43.06586944444446,-89.40227777777778,,-2.81191
8533,50MS,Merit Health Wesley,31.32645694444445,-89.36576111111111,,-1.75149
8534,34G,Merillat,41.975045,-83.92521916666666,,-6.82576
8535,9MN6,Merill L Harris Fld,44.643435277777776,-93.69968138888888,,0.43651
8536,VG34,Merifield,36.584585833333335,-78.50083222222223,,-9.51023
8537,6OR5,Meridian Park Hospital,45.37795833333333,-122.73976666666668,,14.99458
8538,NMM,Meridian NAS /Mc Cain Fld/,32.55348055555555,-88.55526388888889,KNMM,-2.39661
8539,2NC5,Meridian Corporate Center,35.23625222222222,-80.93312833333334,,-7.80753
8540,CT95,Meriden-Wallingford Hospital,41.53333055555555,-72.80953055555554,,-13.39728
8541,MMK,Meriden Markham Muni,41.508714722222216,-72.82947833333333,KMMK,-13.38325
8542,IA47,Mercyone North Iowa Medical Center,43.15038333333333,-93.21529166666667,,0.16618
8543,IA50,Mercyone New Hampton Medical Center,43.06335,-92.32205833333332,,-0.52106
8544,2IA2,Mercyone Elkader Medical Center,42.86010277777777,-91.41514166666668,,-1.21068
8545,IA53,Mercyone Dyersville,42.476711111111115,-91.13011666666668,,-1.39634
8546,IA10,Mercyone Dubuque Medical Center,42.49165,-90.67586388888891,,-1.75104
8547,82IL,Mercyhealth System-Riverside,42.31524833333333,-88.96018694444444,,-3.06552
8548,4CL5,Mercy San Juan Hospital,38.669152777777775,-121.31438611111109,,13.25212
8549,CO46,Mercy Rgnl Medical Center,37.236111111111114,-107.8275,,8.95364
8550,LS53,Mercy Rgnl Medical Center,30.681319444444448,-92.26694166666668,,0.17711
8551,3KS6,Mercy Rgnl Health Center,39.20180000000001,-96.60083611111112,,2.78275
8552,IA96,Mercy One Primghar Medical Center,43.088411111111114,-95.62404444444445,,2.00429
8553,5IA2,Mercy One Medical Center Nr 2,42.497236111111114,-96.40143055555555,,2.59471
8554,9OH0,Mercy Mt. Orab Hospital,39.04599808333333,-83.94090544444445,,-6.35029
8555,99OH,Mercy Meml Hospital,40.10835277777778,-83.72914444444444,,-6.66107
8556,86CN,Mercy Medical Center Merced,37.34077777777778,-120.46669444444444,,12.81453
8557,7IA5,Mercy Medical Center - Clinton,41.860883333333334,-90.19033333333334,,-2.06266
8558,IA25,Mercy Medical Center - Centerville,40.756425,-92.85684444444445,,0.05332
8559,7CA3,Mercy Medical Center,40.572222222222216,-122.39666666666668,,13.85237
8560,52OI,Mercy Medical Center,40.812777777777775,-81.39388888888891,,-8.39625
8561,6OH0,Mercy Medical Center,39.94083055555555,-83.80925555555554,,-6.57822
8562,WS50,Mercy Medical Center,44.013969444444434,-88.59965833333332,,-3.57184
8563,81MU,Mercy Hospital-Springfield,37.18043611111111,-93.27575277777778,,0.54279
8564,46MO,Mercy Hospital-Lebanon,37.68216144444444,-92.63367338888891,,0.06721
8565,63MO,Mercy Hospital-Joplin,37.03721986111111,-94.51106361111113,,1.39965
8566,8MO9,Mercy Hospital St Louis,38.643669444444434,-90.44833611111113,,-1.57383
8567,CN55,Mercy Hospital Southwest,35.35,-119.1122222222222,,12.13864
8568,CN16,Mercy Hospital of Folsom,38.67086111111111,-121.14283888888887,,13.22159
8569,8NY6,Mercy Hospital of Buffalo,42.84722222222222,-78.81166666666667,,-10.47630
8570,53AR,Mercy Hospital Northwest Arkansas,36.30844733333333,-94.18422536111113,,1.19999
8571,IA82,Mercy Hospital Medical Center Private,41.59943888888889,-93.62427777777779,,0.57642
8572,30OK,Mercy Hospital Kingfisher,35.80974166666665,-97.94548333333334,,3.64259
8573,58MO,Mercy Hospital Jefferson,38.19555833333333,-90.39338333333336,,-1.57748
8574,AR21,Mercy Hospital Fort Smith,35.35375,-94.35205277777777,,1.34148
8575,AR41,Mercy Hospital Berryville,36.35924166666667,-93.5509027777778,,0.76716
8576,OK09,Mercy Hospital Ardmore,34.18944444444444,-97.14194444444445,,3.13569
8577,FL25,Mercy Hospital,25.74001666666667,-80.21230555555556,,-6.96048
8578,IA72,Mercy Hospital,41.977811111111116,-91.65661944444444,,-0.94460
8579,IA57,Mercy Hospital,42.675775,-91.90169722222224,,-0.81514
8580,3MN2,Mercy Hospital,46.440622222222224,-92.77571666666668,,-0.47267
8581,37OK,Mercy Hospital,34.77733055555556,-96.633575,,2.82219
8582,1OG1,Mercy Hospital,43.242880555555566,-123.36664166666668,,14.60598
8583,WS40,Mercy Hospital,42.68872777777777,-89.03323611111111,,-3.05452
8584,OL16,Mercy Health Center,35.606097222222225,-97.59969444444445,,3.42664
8585,MU28,Mercy Health Cassville,36.67523611111111,-93.8722,,0.97510
8586,36MI,Mercy Health - Mercy Campus,43.20598333333334,-86.20743611111111,,-5.32267
8587,62MI,Mercy Health,43.607086111111116,-86.36443888888887,,-5.26684
8588,8IL4,Mercy Harvard Hospital,42.42655833333333,-88.60589999999998,,-3.35427
8589,06AZ,Mercy Gilbert Medical Center,33.28799166666666,-111.75211944444445,,9.86010
8590,5OH7,Mercy Fairfield Hospital,39.31177652777777,-84.51814966666666,,-5.98020
8591,5OH0,Mercy Clermont Hospital,39.07915888888889,-84.14527319444446,,-6.21106
8592,OH37,Mercy Anderson,39.0855,-84.35019722222222,,-6.06695
8593,2NV8,Mercy Air-Pahrump,36.19194444444444,-115.98583333333332,,11.58217
8594,2OK1,Mercury Ranch,34.192302500000004,-96.518658,,2.75218
8595,PN44,Merck/Upper Gwynedd,40.21586666666667,-75.28033055555554,,-11.94518
8596,8NJ1,Merck Whitehouse Station,40.63982388888889,-74.76544083333333,,-12.29116
8597,02NJ,Merck Kenilworth Campus,40.67461111111111,-74.27819444444444,,-12.53857
8598,7NJ8,Merck & Company,40.60944444444445,-74.26,,-12.53424
8599,CN22,Mercey Hot Springs,36.706520833333336,-120.8600347222222,,12.75340
8600,WA00,Mercer Ranch,45.9,-119.90555555555555,,14.54627
8601,HZE,Mercer County Rgnl,47.28994444444446,-101.5809722222222,KHZE,6.34234
8602,C00,Mercer County,41.248645,-90.73708361111113,,-1.58376
8603,BLF,Mercer County,37.29594836111111,-81.20751886111111,KBLF,-7.93801
8604,PSE,Mercedita,18.008780555555557,-66.56452083333333,TJPS,-13.17640
8605,MCE,Merced Rgnl/Macready Fld,37.28475,-120.51391666666666,KMCE,12.81163
8606,1NM0,Me-Own,33.21201527777778,-108.02559861111109,,8.53781
8607,C92,Mentone,41.15004333333333,-86.06249666666666,,-5.11891
8608,SN35,Menorah Medical Park,38.91089722222222,-94.65036666666668,,1.43888
8609,LUM,Menomonie Muni-Score Fld,44.89233333333333,-91.86780555555555,KLUM,-1.05276
8610,MNM,Menominee Rgnl,45.126687777777775,-87.6385427777778,KMNM,-4.51193
8611,CN01,Mendocino Coast District Hospital,39.4319,-123.79961666666668,,13.81391
8612,2OG5,Mendenhall Airstrip,45.117977777777774,-123.50645833333333,,15.05915
8613,T50,Menard County,30.932472222222227,-99.80922777777779,,4.59519
8614,XA09,Menard,33.58194444444445,-98.06111111111109,,3.68092
8615,MEZ,Mena Intermountain Muni,34.54538888888889,-94.20263888888891,KMEZ,1.26674
8616,85TA,Mena,32.46315833333334,-97.14985555555555,,3.13464
8617,27TN,Memphis Police Department,35.249444444444435,-90.01583333333332,,-1.61598
8618,F21,Memphis Muni,34.73958944444445,-100.52970083333334,,5.12773
8619,03D,Memphis Meml,40.44725,-92.22694444444444,,-0.39563
8620,MEM,Memphis Intl,35.04241138888889,-89.97667916666668,KMEM,-1.62738
8621,5AK8,Memory Lake,61.63135,-149.43241944444443,,15.54696
8622,69AK,Memory Lake,61.628888888888895,-149.42361111111111,,15.54988
8623,0PN6,Memmi,40.168970555555546,-77.9925013888889,,-10.43286
8624,GA60,Meml Satilla Health,31.2242,-82.34761111111109,,-6.36096
8625,77FD,Meml Rgnl Hospital,26.01876111111111,-80.181325,,-7.01650
8626,FA65,Meml Medical Center of Jacksonville,30.28934722222223,-81.60149166666666,,-6.71114
8627,54LL,Meml Medical Center - Springfield,39.81154722222222,-89.65499444444444,,-2.26474
8628,3MI4,Meml Medical Center,43.95777777777778,-86.42833333333334,,-5.27528
8629,NM77,Meml Medical Center,32.29172222222222,-106.73538611111113,,7.92039
8630,WS63,Meml Medical Center,46.567832777777774,-90.89041,,-2.05792
8631,26TS,Meml Hospital-The Woodlands,30.174472222222228,-95.45298611111113,,2.15291
8632,1FD8,Meml Hospital-Flagler Helistop,29.469144444444442,-81.25281388888891,,-6.82072
8633,FA21,Meml Hospital West Helistop,26.01310277777777,-80.31116111111109,,-6.93754
8634,WY49,Meml Hospital of Sweetwater County,41.58597500000001,-109.23456944444445,,10.14370
8635,93WI,Meml Hospital of Lafayette County,42.68425763888889,-90.10971569444445,,-2.21299
8636,CA80,Meml Hospital Los Banos,37.064535,-120.858965,,12.82875
8637,79IN,Meml Hospital At South Bend,41.68398611111111,-86.25343611111111,,-5.05345
8638,77IN,Meml Hospital At Jasper,38.39388888888889,-86.94083333333332,,-4.11380
8639,CL60,Meml Hospital,35.391305555555554,-119.00633333333332,,12.12547
8640,4GA3,Meml Hospital,30.90356388888889,-84.55314444444444,,-4.89412
8641,GA37,Meml Hospital,32.028930555555554,-81.08853055555555,,-7.26314
8642,60LL,Meml Hospital,38.55068055555555,-90.02188333333334,,-1.87823
8643,IL50,Meml Hospital,40.40833333333333,-91.1125,,-1.22643
8644,4IS2,Meml Hospital,37.91725555555556,-89.81285,,-1.97599
8645,IN96,Meml Hospital,40.763611944444435,-86.36114694444444,,-4.84178
8646,MD29,Meml Hospital,38.77028333333333,-76.07695,,-11.25371
8647,MS17,Meml Hospital,30.36787777777777,-89.11686666666668,,-1.83631
8648,NE84,Meml Hospital,40.870808333333336,-98.01173888888887,,3.73987
8649,08NH,Meml Hospital,44.062486111111106,-71.13717222222223,,-14.67275
8650,3OA9,Meml Hospital,40.22973055555556,-83.36763333333333,,-6.93578
8651,TS88,Meml Hospital,29.68967333333333,-95.2010447222222,,2.01527
8652,TE46,Meml Hospital,28.306522222222227,-97.28055,,3.21249
8653,WS48,Meml Hospital,43.13354166666666,-90.70710277777779,,-1.79313
8654,WY68,Meml Hospital,41.787347222222216,-107.26072222222223,,9.25049
8655,5IS1,Meml Hosp of Carbondale,37.72739166666667,-89.2212777777778,,-2.38801
8656,61IL,Meml Hosp East Shiloh,38.574250000000006,-89.90681111111111,,-1.96456
8657,TX89,Meml Hermann Sugar Land Hospital,29.56545,-95.68886388888887,,2.30329
8658,TS98,Meml Hermann Southwest Hospital,29.69420555555556,-95.52013333333332,,2.20239
8659,XA83,Meml Hermann Southeast Hospital,29.581972222222227,-95.20835833333334,,2.02224
8660,1TE6,Meml Hermann Pearland Hospital,29.564652777777773,-95.38803333333334,,2.12800
8661,XA82,Meml Hermann Meml City Med Cntr,29.78070833333333,-95.545175,,2.21522
8662,70TS,Meml Hermann Katy Hospital,29.786686111111113,-95.784075,,2.35445
8663,XA84,Meml Hermann Greater Heights Hospital,29.811999999999998,-95.43154444444444,,2.14797
8664,TN03,Meml Health Care System,35.04259444444444,-85.25995277777778,,-4.90574
8665,HOT,Meml Fld,34.47802777777778,-93.09622222222221,KHOT,0.53681
8666,WS37,Meml Community Hospital,42.84021666666667,-89.07912777777777,,-3.03747
8667,8TS4,Meml City General Hospital,29.780705555555553,-95.54516944444444,,2.21522
8668,25U,Memaloose Usfs,45.427861111111106,-116.69388888888888,,13.59260
8669,7TS7,Melvin Ems Helipad,31.198516666666666,-99.57830555555556,,4.48059
8670,2VA2,Melville Airstrip,37.14598166666666,-76.78995944444446,,-10.58294
8671,4TN0,Melton Fld,36.15194444444445,-83.73277777777777,,-6.09019
8672,38AK,Mels,61.56245,-149.66783888888887,,15.45682
8673,VT73,Melrose Springs Airfield,43.94486111111111,-73.31683333333334,,-13.72447
8674,FD22,Melrose Landing,29.666912222222226,-81.95509416666667,,-6.40841
8675,2SC3,Melrose Landing,32.13916666666667,-80.86805555555554,,-7.41572
8676,MN78,Melrose Hospital,45.67576719444444,-94.82624686111109,,1.25947
8677,1CO5,Melon Fld,38.01528638888889,-103.69911555555555,,7.05376
8678,XA78,Melody Ranch,33.46230833333333,-97.07098055555555,,3.09024
8679,WY31,Melody Ranch,43.40965027777778,-110.77298166666668,,11.08117
8680,IS88,Melody Fld,40.148647222222216,-87.69446694444444,,-3.76735
8681,XS59,Mellon Ranch,28.28084,-97.21138083333334,,3.17518
8682,12MA,Mellen Street,42.20705555555556,-71.44269444444444,,-14.11488
8683,26CO,Melissa Meml Hospital,40.57916666666667,-102.28916666666666,,6.44970
8684,3WI6,Melin Farms,42.590138888888895,-88.87455555555556,,-3.16598
8685,33CO,Melby Ranch Airstrip,37.065,-105.46361111111112,,7.85782
8686,13MN,Melby,46.100793611111115,-95.83143888888887,,2.03296
8687,MLB,Melbourne Orlando Intl,28.10275,-80.64525,KMLB,-7.01352
8688,42A,Melbourne Muni - John E Miller Fld,36.07098027777778,-91.83013555555556,,-0.40709
8689,05FA,Melanie's,30.918888888888887,-86.21833333333332,,-3.79968
8690,MYU,Mekoryuk,60.37238888888889,-166.27019444444446,PAMY,8.37861
8691,WI71,Meister's,45.199132,-92.573872,,-0.51269
8692,7OH4,Meigs Mine 2,39.125074722222216,-82.28320611111111,,-7.50944
8693,5OH5,Meigs Mine 1,39.055631944444436,-82.24153805555554,,-7.52665
8694,6AL9,Mega Site Helipad,30.948611111111113,-87.74555555555555,,-2.79140
8695,TLR,Mefford Fld,36.15658333333333,-119.32655555555556,KTLR,12.34624
8696,6NK2,Meerwarth,42.95055555555556,-73.3347222222222,,-13.47759
8697,31MI,Meemos Farm,43.856161111111106,-85.3250972222222,,-6.10985
8698,MN65,Meeker Meml Hospital,45.11977777777778,-94.52983333333331,,1.06036
8699,EEO,Meeker Coulter Fld,40.048805555555546,-107.88591666666667,KEEO,9.33198
8700,09CA,Mee Meml Hospital,36.20552561111111,-121.1325487222222,,12.69577
8701,18MD,Medstar Montgomery Medical Center,39.15472722222222,-77.05500041666666,,-10.78561
8702,DC09,Medstar Georgetown Univ Hosp Helistop,38.910577777777775,-77.07771111111111,,-10.72852
8703,86PS,Medstar - Somerset Base,40.02222222222222,-79.08333333333333,,-9.74577
8704,69CL,Medlock Fld,38.61546111111111,-121.74746222222224,,13.31634
8705,AR36,Medi-Port,36.33296666666667,-94.13202777777776,,1.16385
8706,XS43,Medina River Ranch,29.661614722222218,-98.95642,,4.11584
8707,1G5,Medina Muni,41.131444444444455,-81.76488888888889,,-8.20183
8708,NY90,Medina Meml Hospital,43.222147222222226,-78.39738611111113,,-10.81493
8709,K51,Medicine Lodge,37.26541116666667,-98.54790588888888,,4.04007
8710,80V,Medicine Bow,41.88397222222222,-106.1827777777778,,8.71886
8711,LS56,Medicant Island,29.336613055555553,-89.98423861111111,,-1.19143
8712,AL19,Medical West,33.37155833333333,-86.99100555555556,,-3.53606
8713,SC71,Medical University of South Carolina,32.786905,-79.95101700000002,,-8.07097
8714,8TX1,Medical Emergency Gbc,32.335525000000004,-96.11638611111113,,2.51737
8715,4GA2,Medical College of Georgia,33.47126111111111,-81.98793888888889,,-6.88645
8716,98TA,Medical City Weatherford,32.74771666666667,-97.78647777777779,,3.50992
8717,XA59,Medical City Lewisville,33.044088888888886,-97.0053,,3.04987
8718,TS06,Medical City Dallas Hospital,32.912480555555554,-96.77462222222222,,2.91137
8719,XA65,Medical City Alliance,32.90033888888889,-97.31280555555556,,3.23265
8720,77GE,"Medical Center, Navicent Health",32.83444444444444,-83.63611111111112,,-5.72962
8721,2CD2,Medical Center of The Rockies,40.41669444444445,-104.99607777777778,,7.94989
8722,4XA6,Medical Center of Southeast Texas,29.93656111111111,-93.98887777777777,,1.28194
8723,LA99,Medical Center of Baton Rouge,30.44191111111111,-90.9994,,-0.61929
8724,24TS,Medical Center North Hills,32.826388888888886,-97.21277777777777,,3.17302
8725,32XA,Medical Center Hospital,31.84621666666667,-102.37432777777776,,5.93729
8726,UT21,Medical Center Helistop,40.77196111111111,-111.838275,,11.08204
8727,AL00,Medical Center Barbour,31.889452777777773,-85.15621666666667,,-4.61070
8728,TE80,Medical Center Arlington,32.692499999999995,-97.11138888888887,,3.11244
8729,45KY,Medical Center Albany,36.69791111111111,-85.14573333333334,,-5.18636
8730,CT12,Medical Center,41.201219444444455,-73.20156944444443,,-13.15216
8731,01GA,Medical Center,32.48120277777778,-84.98031666666667,,-4.79570
8732,0NK4,Medical Center,40.72647222222223,-73.55276666666667,,-12.89341
8733,2IA3,Medical,40.96166944444445,-91.56036388888887,,-0.93415
8734,O53,Medford Muni,36.790584166666655,-97.74899722222223,,3.53175
8735,OH14,Medflight 9,39.61044166666667,-83.58497222222222,,-6.68558
8736,8OH6,Medflight 5,40.750947222222216,-82.72390555555556,,-7.47314
8737,OA08,Medflight,40.085,-83.06833333333333,,-7.12249
8738,2MN8,Med-City Aviation,43.996075,-92.33572527777777,,-0.59114
8739,1MU0,Medcalf Fld,37.166718611111115,-93.56269777777777,,0.74286
8740,8AL1,Med West- Hoover,33.35472222222222,-86.85583333333332,,-3.62644
8741,30AL,Med Flight 2,34.373000000000005,-87.0805,,-3.57694
8742,5AR5,Med Flight,34.747591944444444,-92.36682,,0.03374
8743,27C,Mecosta Morton,43.630046305555545,-85.26148936111113,,-6.11837
8744,19MI,Mecosta County Medical Center,43.694883888888896,-85.47379416666666,,-5.96762
8745,AVC,Mecklenburg-Brunswick Rgnl,36.688277777777785,-78.05447222222222,KAVC,-9.78927
8746,FA04,Mease Hospital,28.01443333333333,-82.78200000000001,,-5.67714
8747,36FL,Mease Countryside Hospital,28.042800000000003,-82.70737777777778,,-5.72766
8748,3W5,Mears Fld,48.52983833333333,-121.75824888888887,,15.55656
8749,4MD0,Mears Creek Airfield,38.37429055555555,-76.48300805555556,,-10.96290
8750,3IL5,Meaker Rla,41.07430277777778,-89.76035277777778,,-2.31114
8751,45PA,Meadville Medical Center,41.64200188888889,-80.14505025000003,,-9.37863
8752,NC28,Meadstown Airstrip,36.20015805555556,-76.23576666666666,,-10.72973
8753,8KY9,Meadowview Rgnl Medical Center,38.64151388888889,-83.80825,,-6.38410
8754,MN40,Meadowvale,45.362465,-93.5885725,,0.29140
8755,BFL,Meadows Fld,35.4338611111111,-119.05766666666666,KBFL,12.14456
8756,MO53,Meadows,40.23333694444445,-93.93356138888888,,0.87459
8757,01XS,Meadowood Ranch,32.020161111111115,-95.74551666666667,,2.29632
8758,63CN,Meadowlark Fld,37.66131944444445,-121.69356194444444,,13.10191
8759,GA75,Meadowlark,33.08734666666667,-84.40520027777778,,-5.25075
8760,9TN2,Meadowlark,36.163888888888884,-88.20527777777778,,-2.96868
8761,41NJ,Meadowlands Hospital Medical Center,40.79176722222222,-74.0723636111111,,-12.66173
8762,0NJ5,Meadowlands #2 Nj Sports Complex,40.815638888888884,-74.07055555555556,,-12.66747
8763,12TN,Meadowlake,35.823685277777784,-84.53882277777778,,-5.49661
8764,6MA2,Meadowbrook,42.86008944444445,-70.99655555555556,,-14.43613
8765,WN35,Meadow Mist,48.90872333333333,-122.56461305555555,,15.80113
8766,62TN,Meadow Lark Aerodrome,35.73472222222223,-86.16638888888889,,-4.35853
8767,FLY,Meadow Lake,38.942769722222216,-104.56990472222222,KFLY,7.58994
8768,0S1,Meadow Creek Usfs,47.84936516666667,-113.41741938888887,,12.94167
8769,2IL9,Meadow Creek,41.43334166666666,-87.78135277777778,,-3.86133
8770,N63,Meadow Brook Fld,36.30152611111111,-80.14837916666667,,-8.46123
8771,07VT,Meadow,44.44722222222222,-72.91472222222222,,-14.03281
8772,II82,Meadors Fld,39.794211944444434,-86.57777888888889,,-4.55181
8773,NH73,Meader's,43.792852777777775,-71.17729111111113,,-14.59020
8774,MEJ,Meade Muni,37.278675055555546,-100.35645566666666,KMEJ,5.13755
8775,70S,Mead Flying Service,47.78718666666666,-117.35818277777777,,14.29551
8776,XA06,Mdr 1,33.47401111111111,-101.9875,,5.84181
8777,08NY,Md1,41.367260611111114,-74.51893441666667,,-12.56348
8778,6P7,McVille,40.7345625,-79.59564583333331,,-9.55773
8779,IN26,McPherson Airfield,39.136265277777774,-85.1462388888889,,-5.50587
8780,6TS9,MCP,33.022616666666664,-96.76655555555556,,2.90637
8781,SLE,McNary Fld,44.909527777777775,-123.0025,KSLE,14.93019
8782,4OR1,McNary Arng Fld,44.91012,-123.002595,,14.93034
8783,7CL4,Mcmwtc,38.35556944444445,-119.51878888888888,,12.83854
8784,MMI,McMinn County,35.399194444444454,-84.56177777777778,KMMI,-5.42758
8785,6IN8,McMinn,39.52861111111111,-85.33333333333333,,-5.42530
8786,9PA3,McMillin Landingstrip,40.887366666666665,-80.32026944444443,,-9.12096
8787,29KS,McMaster,37.76128916666666,-97.17734163888888,,3.17090
8788,GE04,McLendon Fld,32.66694444444444,-84.96555555555554,,-4.82708
8789,GA48,McLendon,31.586111111111112,-84.79055555555556,,-4.81781
8790,59NC,McLean Brothers,36.0973575,-79.55530194444444,,-8.79749
8791,WN37,McLaughlin,48.110646944444454,-123.32379388888887,,15.73882
8792,73MI,McLaren Port Huron,42.98683333333334,-82.42916666666667,,-8.08622
8793,MI00,McLaren Macomb Hospital,42.58869444444445,-82.89841666666669,,-7.67620
8794,4MI2,McLaren Lapeer Region,43.06368333333333,-83.32103333333333,,-7.46048
8795,MI34,McLaren Greater Lansing Hospital,42.70281277777778,-84.55303416666666,,-6.48957
8796,2MI7,McLaren Greater Lansing Hospital,42.70144722222223,-84.50041111111109,,-6.52842
8797,TKI,McKinney Ntl,33.17706527777778,-96.58876666666666,KTKI,2.79846
8798,0OK3,McKinley Ranch,35.61949388888889,-98.52257055555555,,3.99141
8799,MI23,McKimmy Fld,43.34694444444445,-83.86666666666666,,-7.11384
8800,0OK1,McKey,34.657025,-97.40169194444445,,3.29695
8801,1DE5,McKeown,39.49555555555556,-75.73333333333333,,-11.57042
8802,41OR,McKenzie-Willamette Medical Center,44.053625,-123.00359166666668,,14.73349
8803,1MI5,McKenzie's Landing,42.603055555555564,-83.85972222222222,,-6.98330
8804,6MN3,McKeen,45.07289444444446,-94.06968333333332,,0.69856
8805,WV57,McKee Sky Ranch,39.463147777777785,-79.54254888888889,,-9.35925
