"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","UASLOCATION","DATASET"
2018-11-03,"00:46","2018-11-03T00:46Z","N1309M","DEN","UAS",NA,"BDL","Reported a black UAS at 6,000 feet, 5 NM E of Hartford, CT. No evasive action reported. Connecticut State PD notified at 860-292-7400.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM E of BDL","AIRPORT"
2018-11-04,"20:23","2018-11-04T20:23Z","N625RW","DEN","UAS",NA,"A90","Pilot reported two black rotorcraft UAS off right side 200 feet away while S bound at 2,700 feet, 7 NM SE of Bedford. Needham PD notified. No further information reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM S of A90","AIRPORT"
2018-11-05,"06:49","2018-11-05T06:49Z","N5385S","DEN","UAS",NA,"WOC","Reported a UAS at 3,500 feet, 3 NM S of Butler PA. No evasive action taken. Butler County PD notified at 724-285-4124.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM S of WOC","AIRPORT"
2018-11-06,"04:30","2018-11-06T04:30Z","GGN7365","DEN","UAS",NA,"D21","PIC reported a 1FT in diameter quad copter UAS while WSW bound at 10,000FT 40 NM ENE Detroit, MI. No evasive action taken. Windsor PD notified at 519-258-6111.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40 NM E of D21","AIRPORT"
2018-11-07,"07:03","2018-11-07T07:03Z","EJA633","DEN","UAS",NA,"LGB","Pilot reported a white UAS 200 feetbelow aircraft while NW bound at 6,000 feet 9 NM WSW of Queen Mary. Evasive action not reported. LEO notified at 714-536-5619. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9 NM W of LGB","AIRPORT"
2018-11-07,"07:13","2018-11-07T07:13Z","N584MT","DEN","UAS",NA,"BNA","Pilot reported a UAS at same altitude while N bound at 1,000 feet 2 NM S of Murfreesboro. No evasive action taken. Metro National Airport Authority notified at 615-275-1703.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM S of BNA","AIRPORT"
2018-11-09,"13:44","2018-11-09T13:44Z","N208LS","DEN","UAS",NA,"ZTL","Reported observing a red and green Quad-copter UAS while Sbound at 7,000 feet, 25 NM SE of Atlanta. No evasive action taken. Houston County Sheriff notified at 478-542-2125. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25 NM S of ZTL","AIRPORT"
2018-11-14,"06:25","2018-11-14T06:25Z","N733ZK","DEN","UAS",NA,"LVK","PIC reported a UAS while ENE bound 600FT below Aircraft at 1,000FT 0.25 NM E of Livermore. No evasive action taken. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.25 NM E of LVK","AIRPORT"
2018-11-18,"00:55","2018-11-18T00:55Z","N680MA","CONR","UAS",NA,"DTO","Reported a UAS while N Bound at 1,500 feet 8 NM E Denton Enterprise Airport. No evasive action taken. Denton County Sheriff notified at 940-949-1600. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM E of DTO","AIRPORT"
2018-11-18,"09:49","2018-11-18T09:49Z","N6654H","DEN","UAS",NA,"MGM","Reported sighting at UAS off of the right side at same altitude while Sbound at 6,000 feet, 18 NM ENE of Montgomery. No evasive action taken. Montgomery Sheriff notified at 334-832-4980.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 NM E of MGM","AIRPORT"
2018-11-19,"02:23","2018-11-19T02:23Z","XLS525","DEN","UAS",NA,"PVD","Aircraft reported a UAS while W bound at 10,000 feet 7 NM NW of Block Island, RI. No evasive action taken. UAS was over water, no local LEO notification. WOC advised PVD to notify USCG.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM N of PVD","AIRPORT"
2018-11-22,"07:26","2018-11-22T07:26Z","ASQ4276","DEN","UAS",NA,"ZNY","Reported striking a UAS from the 12 o'clock position while NNW bound at 8,000 feet, 8 NM NW of Newark. No injuries reported. New York State PD Aviation Unit will be notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM N of ZNY","AIRPORT"
2018-11-29,"05:51","2018-11-29T05:51Z","MTN7101","DEN","UAS",NA,"SJU","Aircraft reported a UAS at their 12 o'clock position 2,000 feet below them while W bound at 4,000 feet 11 NM ESE of San Juan, PR. No evasive action taken. San Juan Airport PD notified at 787-791-0098.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 NM E of SJU","AIRPORT"
2018-12-02,"06:17","2018-12-02T06:17Z",NA,"DEN","UAS",NA,"PMP","AUAS was observed .4 NM SSW of the PMP airport at 100-150 feet. Broward County Sheriff was dispatched to the area with unknown results.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".4 NM S of PMP","AIRPORT"
2018-12-09,"03:53","2018-12-09T03:53Z","N9737Q","DEN","UAS",NA,"NCT","Aircraft reported a yellow UAS 500 feet below the aircraft while SW bound at 3,000 feet, 15 NM E of Sacramento. No evasive action taken. Sacramento Sheriff notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15 NM E of NCT","AIRPORT"
2018-12-12,"03:53","2018-12-12T03:53Z","N718CA","DEN","UAS",NA,"ROA","PIC reported a blue and black UAS at 2,500FT 2 NM S Roanoke, VA. No evasive action reported. No LEO information provided.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM S of ROA","AIRPORT"
2018-12-13,"05:24","2018-12-13T05:24Z","SPTN715","DEN","UAS",NA,"JAX","PIC reported a UAS at 400FT 3 NM SE Cecil ARPT. No evasive action reported. Law enforcement not notified. No further information provided.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM S of JAX","AIRPORT"
2018-12-13,"21:01","2018-12-13T21:01Z","N523GC","DEN","UAS",NA,"HVN","PIC reported a red and yellow UAS approximately 4FT in diameter pass within 100-200FT of Aircraft while SSW bound at 2,500FT 4 NM NW New Haven. No evasive action taken. New Haven PD notified at 203-946-6316.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM N of HVN","AIRPORT"
2018-12-14,"01:32","2018-12-14T01:32Z","CMP430","DEN","UAS",NA,"MIA","Aircraftreported a grey UAS off the rightside, 200FT below,while E bound at 1,000 feet, 6 NM W Miami. No evasive action taken. Miami Dade PD Aviation Unit notified at 305-876-7373. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM W of MIA","AIRPORT"
2018-12-16,"00:10","2018-12-16T00:10Z","N219LE","DEN","UAS",NA,"ZSE","Aircraft reported a UAS at their 6 o'clock position while SE bound at 6,500 feet 4 NM NW of Redmond, OR. No evasive action taken. Deschutes County Sheriff notified at 541-693-6911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM N of ZSE","AIRPORT"
2018-12-16,"00:15","2018-12-16T00:15Z","N710DL","DEN","UAS",NA,"F11","Aircraft reported a black and yellow quad copter UAS off their right side while W bound at 4,000 feet 5 NM SW of Orlando Executive Airport (ORL), FL. No evasive action taken. Orange County Sheriff notified at 407-836-4357.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of F11","AIRPORT"
2018-12-16,"01:13","2018-12-16T01:13Z","N4597P","DEN","UAS",NA,"SAN","Aircraft reported a small red rotor-craft UAS 500 feet below them while N bound at 4,500 feet 5 NM NNE Castroville, TX. No evasive action taken. Medina County Sheriff notified at 830-741-6153.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of SAN","AIRPORT"
2018-12-17,"22:32","2018-12-17T22:32Z","N568DC","DEN","UAS",NA,"PMP","PIC reported a UAS while S bound at 1,000FT 4 NM NE of Pompano. No evasive action taken. UAS was N bound parallel to the ocean shore. Broward County Sheriff notified via 911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM N of PMP","AIRPORT"
2018-12-17,"23:10","2018-12-17T23:10Z","N964GV","DEN","UAS",NA,"MGM","PIC reported a UAS while E bound at 2,800FT, 3 NM S Maxwell AFB ATCT. Aircraft climbed 100FT to avoid UAS. Maxwell AFB ATCT notified due to the UAS operating inside the base perimeter.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM S of MGM","AIRPORT"
2018-12-18,"04:36","2018-12-18T04:36Z",NA,"DEN","UAS",NA,"PBI","Airport OPS reported observed a UAS at 300 feet approximately .5 NM S of the airport. No aircraft involved. W Palm Beach PD notified at 561-822-1900.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".5 NM S of PBI","AIRPORT"
2018-12-18,"05:35","2018-12-18T05:35Z","N53460","DEN","UAS",NA,"MQY","Aircraftreported 6 to 7 UAS operating at 1,000 feet 1 NM N of the airport. Noevasive action reported. Nashville Airport PD notified at 610-275-1703. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM N of MQY","AIRPORT"
2018-12-25,"07:13","2018-12-25T07:13Z","N778TL","DEN","UAS",NA,"COS","PIC reported a UAS at 6,000FT 1 NM W of Colorado Springs. Evasive action not reported. LEO notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM W of COS","AIRPORT"
2018-12-26,"01:11","2018-12-26T01:11Z","EDV3457","DEN","UAS",NA,"F11","PIC reported a quadcopter UAS 50FT off left side at same altitude while S bound at 5,000FT 12 NM SE Orlando. No evasive action reported. Orange County Sheriff notified at 407-893-3600.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 NM S of F11","AIRPORT"
2018-12-26,"07:37","2018-12-26T07:37Z","WALE04","DEN","UAS",NA,"LAS","PIC reported a UAS heading N bound at 1,000FT 3 NM N of Las Vegas ARPT. No evasive action taken. Las Vegas Metro PD notified at 702-261-5135. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM N of LAS","AIRPORT"
2018-12-30,"02:26","2018-12-30T02:26Z","N177WD","DEN","UAS",NA,"SW1","W-ROC reported aircraft reported a UAS at 1,500 feet, 3 NM NW of Salinas, CA. No evasive action taken. Unknown if LEO were notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM N of SW1","AIRPORT"
2019-01-13,"04:08","2019-01-13T04:08Z","N3020S","DEN","UAS",NA,"S46","Aircraft reported gray quadcopterUAS, pass 400 feet below, whileS bound at 2,000 feet, 1 NM W of S50. No evasive action taken. AuburnPD notified at 253-852-2121.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM W of S46","AIRPORT"
2019-01-16,"02:39","2019-01-16T02:39Z","GPD307","DEN","UAS",NA,"SJU","Aircraft reported a UAS at the same altitude while N bound at 2,200 feet 5 NM SW of San Juan, PR. No evasive action taken. San Juan Airport PD notified at 787-791-3375.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of SJU","AIRPORT"
2019-01-16,"03:17","2019-01-16T03:17Z","N910L","DEN","UAS",NA,"A90","Aircraft reported a UAS off the left side and 200 feet low while NNW bound at 10,500 feet, 12 NM WNW of Hyannis, MA. No evasive action taken. Mass State PD notified at 508-465-9200. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12 NM W of A90","AIRPORT"
2019-01-18,"08:33","2019-01-18T08:33Z",NA,"DEN","UAS",NA,"SKF","ATCT was advised by SKF Command Post that a concerned citizen reported a large glider type UAS between 500-1,000 feet approximately 8 NM SSE of Lackland AFB. UAS was over Huebner Rd. between Bandera Rd. and Babcock Rd. LEO was not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM S of SKF","AIRPORT"
2019-01-27,"05:46","2019-01-27T05:46Z","N5710F","DEN","UAS",NA,"TUS","PICreported a red 1'X1' UAS 100 feet below their aircraft while S bound at 3,600 feet 1 NM S of Tucson, AZ. No evasive action taken. Tucson PD notified at 520-791-4949.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM S of TUS","AIRPORT"
2019-01-30,"11:31","2019-01-30T11:31Z","SPLY17","DEN","UAS",NA,"LAX","Reported observing a large black UAS pass at 7,000 feet, 13 NM E of Los Angeles. No evasive action taken. LEO was not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13 NM E of LAX","AIRPORT"
2019-02-01,"22:23","2019-02-01T22:23Z","N650FT","DEN","UAS",NA,"RSW","PIC reported a quad copter UAS 1,000FT below Aircraft while SE bound at 5,500FT 20 NM NW of Fort Meyers. No evasive action taken. Lake County Sheriff notified at 239-690-3990. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 NM N of RSW","AIRPORT"
2019-02-03,"03:23","2019-02-03T03:23Z","FFT1158","DEN","UAS",NA,"F11","PIC reported a green cone-shaped UAS from the right side while NNW bound at 7,000FT 6 NM ENE of Orlando Executive ARPT. No evasive action taken. Orange County Sheriff notified at 407-893-3600. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM E of F11","AIRPORT"
2019-02-03,"07:59","2019-02-03T07:59Z","SKW5868","DEN","UAS",NA,"RNO","Aircraft reported a quad-copter UAS while S bound at 6,000 feet 4 NM W of Reno, NV. No evasive action taken. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM W of RNO","AIRPORT"
2019-02-04,"04:46","2019-02-04T04:46Z","ASQ4271","DEN","UAS",NA,"I90","Reported a red UAS quad-copter 500 feet above aircraft while NNE bound at 4,500 feet, 10 NM N of Houston. No evasive action taken. Montgomery County Sheriff notified at 936-760-5871. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM N of I90","AIRPORT"
2019-02-05,"22:24","2019-02-05T22:24Z","AAL227","DEN","UAS",NA,"F11","PIC reported a quad-copter UAS pass off left side while heading S bound at 500FT 1 NM N of Orlando, FL. No evasive action taken. Orange County Sheriff notified at 407-893-3600.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM N of F11","AIRPORT"
2019-02-08,"03:46","2019-02-08T03:46Z","N805HD","DEN","UAS",NA,"BUR","Aircraft reporteda UAS at Mt. Lee while Wbound at 2,000 feet, 5 NM SE of Burbank. Evasive action not reported. LEO notified at 213-485-2600. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of BUR","AIRPORT"
2019-02-08,"05:58","2019-02-08T05:58Z","N40BL","DEN","UAS",NA,"BIL","Aircraft reporteda black, hexagonal UAS approximately 50 feet abovewhile at 4,000 feet, 2 NM E ofBillings. No evasive action taken. Billings PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM E of BIL","AIRPORT"
2019-02-10,"02:49","2019-02-10T02:49Z","SWA5882","DEN","UAS",NA,"WOC","PIC observed a UAS between .5-1 NM off their right side while WNW bound at 5,000 feet 3 NM ESE of San Jose, CA. No evasive action reported. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM E of WOC","AIRPORT"
2019-02-11,"01:03","2019-02-11T01:03Z","N9163J","DEN","UAS",NA,"YUM","PIC reported a UAS 200 feet off their right wing while NNE bound at 1,800 feet 11 NM SE of Yuma, AZ. No evasive action reported. Yuma Base Security notified at 928-269-2204.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11 NM S of YUM","AIRPORT"
2019-02-16,"00:02","2019-02-16T00:02Z","JAS99","DEN","UAS",NA,"PWK","Aircraft reported a UAS while W bound at 2,200 feet 2 NM NE of Prospect Heights airport. No evasive action taken. FBI notified at 312-829-2677. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM N of PWK","AIRPORT"
2019-02-19,"03:13","2019-02-19T03:13Z","N728P","DEN","UAS",NA,"LWM","Reported white UAS 2100 feet 1 NM W Lawrenceville, GA. Evasive action not reported. LEO not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM W of LWM","AIRPORT"
2019-02-20,"20:43","2019-02-20T20:43Z","ENY3930","DEN","UAS",NA,"DFW","ENY3930 reported UAS from the right side while Sbound at 3,000, 3 NM W of Arlington. No evasive action taken. DFW DPS notified at 972-973-3210.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM W of DFW","AIRPORT"
2019-02-21,"07:03","2019-02-21T07:03Z",NA,"DEN","UAS",NA,"CON","New Hampshire State PD reported sighting a Quad-copter hovering at approximately 100 feet over I-93, 2 NM W of Concord. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2 NM W of CON","AIRPORT"
2019-02-24,"01:41","2019-02-24T01:41Z","QXE2856","DEN","UAS",NA,"ZLA","PIC reported a black quad copter UAS at 5,000 feet while N bound 5 NM S of Burbank, CA. No evasive action taken. LAPD Aviation Unit notified at 213-485-2600.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM S of ZLA","AIRPORT"
2019-02-25,"02:33","2019-02-25T02:33Z","PHOENIX28","DEN","UAS",NA,"F11","Aircraft observed a UAS off their left side while S bound at 2,500 feet 10 NM ENE of Sanford, FL. No evasive action reported. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10 NM E of F11","AIRPORT"
2019-02-26,"05:12","2019-02-26T05:12Z","N2911W","DEN","UAS",NA,"F11","PIC reported a UAS off their right side while N bound at 11,500 feet 7.5 NM SW of Orlando, FL. No evasive action taken. Orange County Sheriff notified at 407-893-3600.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7.5 NM S of F11","AIRPORT"
2019-03-01,"22:43","2019-03-01T22:43Z","N812BG","DEN","UAS",NA,"PBI","PIC reported a UAS 200 feet below their aircraftoff theright side while NNE bound at 1,200 feet 1 NM NE W of Palm Beach, FL. No evasive action taken. Palm Beach Sheriff notified at 561-471-7426.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM N of PBI","AIRPORT"
2019-03-03,"01:15","2019-03-03T01:15Z","N662AJ","DEN","UAS",NA,"S46","Aircraft reported a UAS while NNW bound at 2,500 feet, 8 NM SE of Everett, WA. No evasive action taken. Snohomish County Sheriff notified at 425-407-3970. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8 NM S of S46","AIRPORT"
2019-03-03,"22:38","2019-03-03T22:38Z","N816EC","DEN","UAS",NA,"ZDC","PIC reported a red UAS 200 feet above them while N bound at 1,300 feet 6 NM S of Greenville, NC. No evasive action taken. Pitt-Greenville PD notified at 252-329-4315.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"6 NM S of ZDC","AIRPORT"
2019-03-03,"22:54","2019-03-03T22:54Z","TSC640","DEN","UAS",NA,"SJU","PIC reported a small white UAS off their left side at 1,000 feet while E bound at 1,600 feet 5 NM W of San Juan, PR. No evasive action taken. San Juan PD notified at 787-791-0098.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM W of SJU","AIRPORT"
2019-03-06,"03:17","2019-03-06T03:17Z","N966H","DEN","UAS",NA,"P50","Reported sighting a UAS operating between 6,000 and 7,000 feet off of Baseline and 35th AVE while SW bound at 7,000 feet, 9 NM SW of Phoenix. No evasive action reported. Phoenix Airport PD notified at 602-273-3311.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9 NM S of P50","AIRPORT"
2019-03-06,"04:01","2019-03-06T04:01Z","N66RC","DEN","UAS",NA,"I90","Reported observing a UAS off of the 7 o'clock position while Nbound at 3,000 feet,4 NM NE of Sugarland Airport. No evasive action taken. Fort Bend County PD notified at 281-341-4704.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM N of I90","AIRPORT"
2019-03-16,"00:09","2019-03-16T00:09Z","G20954","DEN","UAS",NA,"SW1","Aircraft reported a fixed-wing UAS pass within 100 feet while W bound at 500 feet, 1 NM SW of Olathe, KS. No evasive action take. LEO not notified. Central ROC reporting. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM S of SW1","AIRPORT"
2019-03-17,"20:30","2019-03-17T20:30Z","WMA657","DEN","UAS",NA,"MIA","Aircraft reported a grey UAS pass 100 feet off the right side while E bound at 3,800 feet, 4 NM W of Pompano Beach, FL. No evasive action reported. Broward County Sheriff notified at 954-764-4357. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4 NM W of MIA","AIRPORT"
2019-03-20,"04:52","2019-03-20T04:52Z","JZA43","DEN","UAS",NA,"NCT","PIC reported a UAS within 200 feet of their aircraft while at 11,000 feet 7 NM SW of Marysville, CA. No evasive action reported. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7 NM S of NCT","AIRPORT"
2019-03-21,"05:03","2019-03-21T05:03Z","N852P","DEN","UAS",NA,"ADS","PIC reported a white UAS pass below their Aircraft while E bound at 4,800 feet 4.5 NM E of Addison Airport, Dallas, TX. No evasive action taken. DFW Airport PD notified at 972-973-3210. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4.5 NM E of ADS","AIRPORT"
2019-03-24,"00:29","2019-03-24T00:29Z","N348RM","DEN","UAS",NA,"CVG","PIC reported a black and red UAS off their right side at the same altitude, 1,400 feet 1 NM SE of Cincinnati, OH. No evasive action taken. Cincinnati PD notified at 513-460-1782.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM S of CVG","AIRPORT"
2019-03-24,"04:55","2019-03-24T04:55Z","N4948Y","DEN","UAS",NA,"CAE","PIC reported a UAS passed within 50-700 feet of their Aircraft while at 5,000 feet 20 NM N of Columbia, SC. No evasive action taken. LEO was not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20 NM N of CAE","AIRPORT"
2019-03-24,"06:44","2019-03-24T06:44Z","TCX2753","DEN","UAS",NA,"F11","PIC reported a small white UAS off their right side at 9,500 feet while E bound at 11,000 feet 25 NM NNW of Melbourne, FL. No evasive action taken. Brevard County Sheriff notified at 321-454-6643.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25 NM N of F11","AIRPORT"
2019-03-25,"03:17","2019-03-25T03:17Z","N84347","DEN","UAS",NA,"SCT","Aircraft observed a black UAS 1 NM W of Santa Monica pier while NW Bound at 2,300 feet, No evasive action reported. Santa Monica PD notified at 310-395-9931. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM W of SCT","AIRPORT"
2019-03-28,"08:06","2019-03-28T08:06Z","R20310","DEN","UAS",NA,"SAV","PIC reported a UAS at 1,000 feet 1 NM N of Savannah, GA. No evasive action taken. LEO notification unknown.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1 NM N of SAV","AIRPORT"
2019-03-30,"21:08","2019-03-30T21:08Z",NA,"DEN","UAS",NA,"HWD","The Tower Local and Ground Controllers sighted a blackUAS operating .25 NM N of Hayward Airport at approximately 200 feet. Airport Operations Management and Hayward PD were notified at 510-293-7272.UAS operations were stopped by Airport OPS and pilot information was collected via phone. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,".25 NM N of HWD","AIRPORT"
2019-03-30,"23:18","2019-03-30T23:18Z","N2141J","DEN","UAS",NA,"SJU","Reported sighting a white UAS 150 feet above the left wing while Sbound at 500 feet, 1.5 NM NW of Isla Grande Airport. No evasive action taken. Puerto Rico Port Authority notified at 787-729-8715. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1.5 NM N of SJU","AIRPORT"
2019-04-01,"06:23","2019-04-01T06:23Z","N8574M","DEN","UAS",NA,"ZFW","Reported observing a red UAS pass 50 feet off of the right side and approximately the same altitude, while Nbound at6,500 feet, 5 NM N of Athens Airport. No evasive action taken. Henderson County Sheriff notified at 903-675-5128. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5 NM N of ZFW","AIRPORT"
2019-04-02,"03:10","2019-04-02T03:10Z","RPA4641","DEN","UAS",NA,"NBC","Reported sighting a quad-copter UAS operating at 12,600 feet while at 13,000 feet, 14 NM NE of Beaufort. No evasive action taken. Beaufort, SC Sheriff Department notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"14 NM N of NBC","AIRPORT"
2019-04-04,"20:29","2019-04-04T20:29Z","GKA264","DEN","UAS","PAGED","ZAB","Aircraft reported a grey 4 foot by 4 foot fixed wing UAS resembling an A10 aircraft at 1440, 18 NM NW of Hobbs, NM.UAS was reported to be at 5,5000-6,000 feet in altitude, squawking 1200and was lost on radar in the vicinity of Artesia, NM.Reporting aircraft was at 8,000 feet and no evasive action was taken. Unknown if LEO was notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18 NM N of ZAB","AIRPORT"
2019-04-05,"05:17","2019-04-05T05:17Z","FDX586","DEN","UAS",NA,"NCT","PIC reported a white UAS at their 12 o'clock position while WSW bound at 4,500 feet 17 NM E of Oakland, CA. No evasive action taken. Alameda County Sheriff notified at 510-667-7721.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17 NM E of NCT","AIRPORT"
2019-04-07,"01:45","2019-04-07T01:45Z","OXF357","DEN","UAS",NA,"FFZ","PIC reported a red UAS within 200 feet of their aircraft while NE bound at 2,500 feet 3 NM S Falcon Field, Mesa, AZ. No evasive action reported. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3 NM S of FFZ","AIRPORT"
