"REMARKS","dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR","DATASET","UASLOCATION","RWYLOCATION"
"ATCT personnel reported observing a large UAS with red, green, and yellow lights hovering at 2,000 and 4,000 feet, 1 NM SW of Shreveport. Shreveport PD notified at.","1/4/2018","10:50","2018-01-04T10:50Z",NA,"DEN","UAS",NA,"SHV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM SW of SHV",NA
"Reported a UAS 400 feet below off the left side while E bound at 600 feet. 1.5 NM NW of La Verne. No evasive action taken. La Verne PD notified at.","1/15/2018","7:35","2018-01-15T07:35Z","N6522","DEN","UAS",NA,"POC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5 NM NW of POC",NA
"Reported sighting a UAS below the aircraft while WSW bound at 2,600 feet, 4.2 NM N of Phoenix. No evasive action taken. Phoenix PD notified at. ","1/21/2018","6:00","2018-01-21T06:00Z","RAKE06","DEN","UAS",NA,"PHX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4.2 NM N of PHX",NA
"Pilot observed a 3 foot diameter Quad-copter operating 200 feet above while SE bound at 9,000 feet, 24 NM NE of Atlanta. No evasive action taken. Rockdale County PD notified at.","1/22/2018","1:26","2018-01-22T01:26Z","N31NW","DEN","UAS",NA,"A80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","24 NM NE of A80",NA
"Reported observing a white UAS operating 2 NM S of MCO while on final to R36L at 900 feet. No evasive action taken. Unknown if LEO was notified. ","1/26/2018","23:31","2018-01-26T23:31Z","NKS832","DEN","UAS",NA,"MCO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM S of MCO",NA
"Reported observing a UAS 1,000 to 2,000 feet below while NW bound at 5,500 feet, 18 NM SE of San Francisco. No evasive action taken. Palo Alto PD notified at. ","1/28/2018","21:30","2018-01-28T21:30Z","UAL400","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","18 NM SE of NCT",NA
"Reported a red quad-copter UAS 4 NM E of LGA at 3,700 feet. No evasive action taken. NTPD was notified (no number provided).","2/4/2018","21:42","2018-02-04T21:42Z","UAL519","NCRCC","UAS",NA,"LGA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM E of LGA",NA
"The aircraft reported observing 3 UAS's at the same altitude operating off of the left wing while Nbound at 5,000 feet, 13 NM NNE of Charlotte. No evasive action taken. Charlotte-Mecklenburg PD notified at. ","2/10/2018","7:20","2018-02-10T07:20Z","JIA5225","DEN","UAS",NA,"CLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","13 NM NNE of CLT",NA
"Reports observing a black UAS with a red light while Wbound at 4,000 feet passing 500 feet below, 10 NM NW of Palm Beach Airport. No evasive action taken. Palm Beach Sheriff notified at. ","2/11/2018","3:17","2018-02-11T03:17Z","FFT875","DEN","UAS",NA,"PBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM NW of PBI",NA
"Reported sighting a white UAS operating over the Miami-Dade College while at 1,800 feet, 7 NM NW of MIA. No evasive action taken. Miami-Dade PD Aviation Unit was notified.","2/12/2018","1:33","2018-02-12T01:33Z","SWR66R","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","7 NM NW of MIA",NA
"Reported observing a UAS operating 1 NMoff of the left side while Wbound at 2,000 feet, 12 NM E of Santa Barbara. No evasive action taken. Santa Barbara PD notified at. ","2/12/2018","3:21","2018-02-12T03:21Z","N9317","DEN","UAS",NA,"SBA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM E of SBA",NA
"Reported observing a UAS while at 3,500 feet, 3 NM NE of DVT. No evasive action taken. Unknown if LEO was notified. ","2/12/2018","5:15","2018-02-12T05:15Z","N169ME","DEN","UAS",NA,"P50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM NE of P50",NA
"Observed a UAS at 5,000 feet, 13 NM SE of Seattle. No evasive action taken. Seattle PD notified via 911. ","2/12/2018","7:22","2018-02-12T07:22Z","DAL1838","DEN","UAS",NA,"S46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","13 NM SE of S46",NA
"Reported observing a black and white UAS while SW bound at 2,000 feet, 10 NM NE of SW Florida International Airport. No evasive action taken. Lee County Sheriff Aviation Department notified at. ","2/13/2018","2:32","2018-02-13T02:32Z","EDV3664","DEN","UAS",NA,"RSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM NE of RSW",NA
"Reported observing a black bullet shaped UAS at the same altitude while Ebound at 13,000 feet, 20 NM NW of Yuma MCAS. No evasive action taken. Yuma Sheriff Department notified at. ","2/13/2018","3:48","2018-02-13T03:48Z","MARS71","DEN","UAS",NA,"NYL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20 NM NW of NYL",NA
"Aircraft type SF50. Rreported a UAS off the right side, 500 feet below the Aircraft while E bound at 4,000 feet, 4 NM NW DLH. No evasive action taken. Duluth PD notified via 911. ","2/15/2018","4:29","2018-02-15T04:29Z","N223WY","DEN","UAS",NA,"DLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","4 NM NW DLH",NA
"Reported a black quad-copter operating at 500 feet, 2.1 NM S MAF. No evasive action taken. McAllen PD notified at.","2/15/2018","22:34","2018-02-15T22:34Z","N792AM","DEN","UAS",NA,"MAF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","2.1 NM S MAF",NA
"Observed a UAS 100 feet away while WSW bound at 3,900 feet, 10 NM ENE of LAX on the visual approach. No evasive action taken. Los Angeles PD notified at. ","2/18/2018","8:14","2018-02-18T08:14Z","SWA5958","DEN","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM ENE of LAX",NA
"Reported sighting a larger silver UAS operating over Valley Christian High School while at 2,300 feet, 5 NM ESE of SJC. No evasive action taken. San Jose PD notified at. ","2/19/2018","9:03","2018-02-19T09:03Z","SWA4581","DEN","UAS",NA,"SJC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM ESE of SJC",NA
"Reported observing a UAS operating at the same altitude as the Hollywood sign, while NW bound at 1,400 feet, 10 NM E of Van Nuys. No evasive action taken. LEO was not notified.  ","2/19/2018","9:21","2018-02-19T09:21Z","N805HD","DEN","UAS",NA,"VNY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM E of VNY",NA
"Reported observing a UAS with red and green lights operating at 5,000 feet and 3 NM off of the right side while being Sbound at 6,000 feet, 17 NM ESE of ORL. No evasive action reported. Orlando Airport PD notified at. ","2/19/2018","12:05","2018-02-19T12:05Z","N449ND","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","17 NM ESE of F11",NA
"Reported a UAS off the right wing while W bound at 3,600 feet 14 NM E LAX. No evasive action taken. LAPD Air Support Unit notified. ","2/22/2018","5:55","2018-02-22T05:55Z","N363JG","NCRCC","UAS",NA,"LAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","14 NM E LAX",NA
"Reported a UAS off the left side while S bound at 12,000 feet 46 NM NE of Greensboro. No evasive action taken. Greensboro PD notified at. ","2/23/2018","1:47","2018-02-23T01:47Z","N710BB","NCRCC","UAS",NA,"ZDC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","46 NM NE of ZDC",NA
"Reported observing a UAS 200 feet below while SW bound at 2,000 feet, 20 NM NE of Naples. No evasive action taken. Lee County Sheriff notified at. ","2/25/2018","1:30","2018-02-25T01:30Z","DPJ817","DEN","UAS",NA,"RSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20 NM NE of RSW",NA
"Reported observing a UAS operating at 2,400 feet, while at 3,000 feet, 2 NM WNW of Las Vegas. No evasive action taken. Las Vegas Control Center notified at.","2/26/2018","1:11","2018-02-26T01:11Z","EA50","DEN","UAS",NA,"LAS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM WNW of LAS",NA
"EJA262, F2TH, 2 NM E of JYO, Ebound, 2000 feet,arriving IAD, reported adrone off his right wing,No otherdescriptive details about the drone was given.No evasive taken. Aircraftlanded IAD with no further incident.Local Law enforcement notified at. In addition, USCP/NCRCC preliminary investigation revealed Loudon County Sheriff Department was operating a drone, inthe same vicinity, in search for amissing boy. PCT loggedthe incident. ","3/1/2018","9:53","2018-03-01T09:53Z","EJA262","NCRCC","UAS","MOR","PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2 NM E of PCT",NA
"Reported observing a UAS operating at 3,200 feet while Nbound at 3,300 feet, 3 NM S of Falcon. No evasive action taken. Mesa PD notified. ","3/11/2018","5:15","2018-03-11T05:15Z","OXF223","DEN","UAS",NA,"FFZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM S of FFZ",NA
"Wern ROC advised aircraft reported a UAS heading E bound 300 feet below aircraft while heading WSW bound at 7,000 feet, 7 NM ENE LAX. Evasive action not reported. Unknown if LEO notified.","3/15/2018","11:08","2018-03-15T11:08Z","FDX749","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","7 NM ENE LAX",NA
"DCA-1. Pilot reported a black and red quad copter 7 NM NW DCA, at 1500 feet, direction unknown. No evasive action taken. Fairfax County Police notified at. DCA will file MOR. ","3/17/2018","22:05","2018-03-17T22:05Z","NH7","NCRCC","UAS","MOR","DCA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","7 NM NW DCA",NA
"Reported observing a UAS with red and greenflashing lights 2,000 feet below while Sbound at 6,000 feet, 25 NM W of Melbourne. A slight course variation was made due to uncertainty as to theproximity of the UAS.Brevard County Sheriff notified at. 0331 Update; Brevard County Aviation Unit had reported seeing a like type UAS two days ago and are going to increase theirefforts inlocating the operator. ","3/19/2018","8:04","2018-03-19T08:04Z","N703RA","DEN","UAS",NA,"ZMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","25 NM W of ZMA",NA
"Observed a Quad Copter UAS while SW bound at 6,000 feet, 3 NM E of Fullerton. No evasive action taken. Orange County Sheriff wasnotified. ","3/25/2018","4:41","2018-03-25T04:41Z","N644SR","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM E of NCT",NA
"Observed a white UAS operating 500 feet below while at 4,000 feet, 6.5 NM WNW of San Antonio. No evasive action taken. San Antonio PD notified at. ","3/25/2018","6:04","2018-03-25T06:04Z","SWA2340","DEN","UAS",NA,"SAT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6.5 NM WNW of SAT",NA
"Reported that a UAS operating at 200 feet came within 100 feet of his aircraft while 3.1 NM S of Charleston Airport. No evasive action taken. Charleston PD was notified. ","3/26/2018","3:30","2018-03-26T03:30Z","HLTNET9","DEN","UAS",NA,"CRW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3.1 NM S of CRW",NA
"At approximately 1112Z,SAA209, A333, 16 NM S of IAD (HEF140006), Nbound,at 4000 feet,reported a drone 100 feet off theright wing of the aircraft.No evasive action taken. PIC was unable to provide adescription of the drone. Prince William County Police Department notified at. ","3/26/2018","16:30","2018-03-26T16:30Z","SAA209","NCRCC","UAS","NOTIFICATION-LATE","PCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","16 NM S of PCT",NA
"Reported observing a UAS 100 feet above while SSW bound at 1,800 feet, 1 NM S of Auburn. No evasive action taken. Placard County Sheriff notified at.","3/27/2018","19:13","2018-03-27T19:13Z","N5314T","DEN","UAS",NA,"NCT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM S of NCT",NA
"Reported observing a UAS operating 500 feet above while Sbound at 3,500 feet, 5 NM SE of Ormond Beach. No evasive action taken. LEO was not notified.","3/27/2018","20:00","2018-03-27T20:00Z","N7445N","DEN","UAS",NA,"DAB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM SE of DAB",NA
"Reported observing a UAS operating at 1,600 feet, 4 to 5 NM N of Tallahassee. No evasive action taken. Leon County Sheriff was notified. ","3/29/2018","22:31","2018-03-29T22:31Z","N18782","DEN","UAS",NA,"TLH",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM N of TLH",NA
"Reported a red UAS off the left side while NE bound at 3,000 feet, 5 NM SSE LGA. No evasive action taken. NYPD Aviation Unit notified at.","3/31/2018","23:55","2018-03-31T23:55Z","JBU1572","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","5 NM SSE LGA",NA
"Reported observing a UAS while SW bound at 2,500 feet, 8 NM SW of Kissimmee. No evasive action taken. Osceola County Sheriff notified at.","4/5/2018","3:19","2018-04-05T03:19Z","N671MA","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM SW of F11",NA
"Reported observing a UAS while Nbound at 1,900 feet, .5 NM NW of Scottsdale. No evasive action taken. Unknown if LEO was notified. ","4/5/2018","3:43","2018-04-05T03:43Z","SBRCAT1","DEN","UAS",NA,"SDL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)",".5 NM NW of SDL",NA
"Reported observing a UAS operating between 300 and 500 feet AGL 1 NM SW of Fort Myers Airport. No evasive action taken. Lee County Sheriff notified at. ","4/5/2018","23:30","2018-04-05T23:30Z","ACA1234","DEN","UAS",NA,"RSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM SW of RSW",NA
"Reported a NM AC with a UAS at 500 feet, 3 NM SW on CHD. Evasive action not reported. LEO notification not reported. ","4/7/2018","9:49","2018-04-07T09:49Z","EVAC9","DEN","UAS",NA,"CHD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM SW  CHD",NA
"Reported sighting a UAS off of the left side while Wbound at 4,900 feet, 14 NM E of Atlanta. No evasive action taken. Rockdale County PD notified at.","4/8/2018","1:39","2018-04-08T01:39Z","DAL1895","DEN","UAS",NA,"A80",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","14 NM E of A80",NA
"Reported sighting a 10 inch red and silver square UAS operating at 2,000 feet off of the right side while SE bound at 1,700 feet, 10 NM E of MDW. No evasive action taken. FBI notified at. ","4/11/2018","21:09","2018-04-11T21:09Z","N14KB","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","10 NM E of C90",NA
"Reported sighting a UASat 700 feet, 6 NM ESE of Miami. No evasive action reported.Unknown if LEO notified. ","4/12/2018","21:20","2018-04-12T21:20Z","N19UP","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM ESE of MIA",NA
"Reported observing a UAS 200 feet below while Nbound at 4,000 feet, 16 NM SW of Orlando. No evasive action taken. Unknown if LEO notified. ","4/12/2018","22:40","2018-04-12T22:40Z","N5456W","DEN","UAS",NA,"ORL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","16 NM SW of ORL",NA
"Reported observing a black UAS operating 300 yards off of the left side and 300 feet below while at 2,700 feet, 20 NM S of Fort Myers. No evasive action taken. Collier County Sheriff notified at. ","4/13/2018","22:40","2018-04-13T22:40Z","EJA781","DEN","UAS",NA,"RSW",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20 NM S of RSW",NA
"Reported observing a UAS operating at 2,000 feet, 6 NM W of Jacksonville. Evasive action was taken to avoid. Unknown if LEO was notified. ","4/14/2018","20:08","2018-04-14T20:08Z","N222RW","DEN","UAS","PAGED","JAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM W of JAX",NA
"Reported observing a white UAS operating at 900 feet, 3 NM W of PHL. No evasive action reported. Unknown if LEO was notified. ","4/14/2018","20:18","2018-04-14T20:18Z","AAL1695","DEN","UAS",NA,"PHL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM W of PHL",NA
"Reported observing a black and orange UAS operating at 3,500 feet, while Sbound at 4,000 feet, 5 NM SW of FLL. No evasive action reported. Broward County Sheriff notified at. ","4/18/2018","1:20","2018-04-18T01:20Z","SIL64","DEN","UAS",NA,"ZMA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM SW of ZMA",NA
"Reported observing a fixed wing UAS off of the left side while NNE bound at 8,500 feet, 20 NM SW of Denver. No evasive action taken. LEO was not notified. ","4/19/2018","3:40","2018-04-19T03:40Z","SWA798","DEN","UAS",NA,"D01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","20 NM SW of D01",NA
"Reported observing a UAS operating at 4,000 feet while Wbound, 16 NM NNE of Charlotte. No evasive action taken. Cornelius PD notified at. ","4/19/2018","4:32","2018-04-19T04:32Z","PDT4842","DEN","UAS",NA,"CLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","16 NM NNE of CLT",NA
"Reported observing a silver UAS operating at 4,000 feet, while Nbound, 1.5 NM N of Farmingdale. No evasive action taken. Suffolk County PD notified at. ","4/19/2018","6:20","2018-04-19T06:20Z","DAL1857","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.5 NM N of N90",NA
"Reported observing a UAS operating at 2,000 feet while Ebound at 3,000 feet, 12 NM W of FLL. No evasive action taken. Broward County Sheriff notified at. ","4/20/2018","2:00","2018-04-20T02:00Z","AAL2153","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM W of MIA",NA
"Reported observing a UAS within 100 feet off of the left side while Nbound at 5,000 feet, 30 NM SW of Orlando. No evasive action taken. Polk County Sheriff notified at. ","4/21/2018","1:30","2018-04-21T01:30Z","N9193Q","DEN","UAS",NA,"F11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","30 NM SW of F11",NA
"Aircraft reported observing a UAS while maneuvering at 2,200 feet, 8 NM NE of Louisville. No evasive action taken. Unknown if LEO was notified. ","4/21/2018","2:27","2018-04-21T02:27Z","N9039L","DEN","UAS",NA,"SDF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","8 NM NE of SDF",NA
"Reported observing a small UAS with lights hovering between 200 and 400 feet, 12 NM SSE of New River MCAS. No evasive action reported. Onslow County Sheriff notified at.","4/26/2018","9:47","2018-04-26T09:47Z","RUGBY41","DEN","UAS",NA,"JAX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","12 NM SSE of JAX",NA
"Reported sighting a shiny, black UAS operating 500 feet below in either a stationary, or Sbound configuration within the confines of Pensacola N MOA, 17 NM SE of Monroeville. No evasive action taken. Monroe County Sheriff notified at. ","5/2/2018","21:19","2018-05-02T21:19Z","BB177","DEN","UAS",NA,"ZJX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","17 NM SE of ZJX",NA
"Reported sighting a UAS while ESE bound at 6,000 feet, 6 NM W of CMH. No evasive action taken. Columbus PD Helicopter notified on frequency. ","5/2/2018","22:17","2018-05-02T22:17Z","PAT326","DEN","UAS",NA,"LCK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","6 NM W of LCK",NA
"Reported observing a black and white UAS operating at 5,500 feet while NE bound at 5,000 feet over the Verrazano Bridge, 13 NM SW of LGA. No evasive action taken. NYPD Aviation Unit notified at. ","5/4/2018","17:25","2018-05-04T17:25Z","JIA5022","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","13 NM SW of N90",NA
"Reported sighting a white UAS 500 feet below, while at 7,000 feet crossing the shoreline on the downwind to R9L, 19 NM E of ORD. No evasive action taken. FBI notified at. ","5/6/2018","21:20","2018-05-06T21:20Z","ENY4006","DEN","UAS",NA,"C90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","19 NM E of C90",NA
"Reported sighting a UAS while departing, 1 NM NW of PWK. No evasive action taken. Wheeling PD notified via 911. ","5/6/2018","22:47","2018-05-06T22:47Z","N177LF","DEN","UAS",NA,"PWK",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM NW of PWK",NA
"ATCT personnelreport a UAS at 200 feet 1-1.25 NM E of tower making N-S runs. No Aircraft involved. HSV Airport police notified at.","5/9/2018","6:31","2018-05-09T06:31Z",NA,"DEN","UAS",NA,"HSV",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1.25 NM E of HSV",NA
"Reported sighting a UAS at 9,000 feet, 15 NM ESE of BDL. No evasive action taken. LEO notification was not made. ","5/9/2018","22:29","2018-05-09T22:29Z","SLAM1","DEN","UAS",NA,"Y90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","15 NM ESE of Y90",NA
"Reported observing a white quad-copter UAS at 4,000 feet proceeding Nbound, 15 NM NW of Fort Lauderdale. No evasive action taken. Local FBI notified at. ","5/10/2018","21:31","2018-05-10T21:31Z","N626CB","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","15 NM NW of MIA",NA
"Reported observing one red UAS operating at 1,200 feet and 1 yellow UAS operating at 3,800 feet, 1 NM SE of JFK. No evasive action taken. NYPD Aviation Unit notified at. ","5/11/2018","16:52","2018-05-11T16:52Z","JBU2802","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM SE of N90",NA
"Reported observing a UAS operating at 3,000 feet, 5 NM NE of LGA. No evasive action taken. NYPD Aviation Unit notified at.","5/11/2018","21:25","2018-05-11T21:25Z","EDV3992","DEN","UAS",NA,"N90",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","5 NM NE of N90",NA
"Reported observing a white UAS with blue lights operating at 150 feet, 1 NM S of OPF. No evasive action taken. Miami Dade PD notified at.","5/12/2018","18:46","2018-05-12T18:46Z","AR1","DEN","UAS",NA,"MIA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","1 NM S of MIA",NA
"Reported observing a black and white UAS operating at 100 feet, 2.5 NM E of Destin. No evasive action taken. Okaloosa County Sheriff notified. ","5/12/2018","22:25","2018-05-12T22:25Z","BEACH1","DEN","UAS",NA,"DTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","2.5 NM E of DTS",NA
"Reported observing a 3 foot diameter white UAS with black rotors 300 feet below the aircraft while at 1,500 feet, 4 NM W of PBI. No evasive action taken. Palm Beach Sheriff notified at. ","5/12/2018","22:29","2018-05-12T22:29Z","GJS4479","DEN","UAS",NA,"PBI",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","4 NM W of PBI",NA
"Reported observing a black and white UAS operating 50 feet off of the left side at 2,100 feet, 3 NM S of CLT. No evasive action taken. Charlotte Airport OPS notified via 911. ","5/12/2018","22:49","2018-05-12T22:49Z","AAL1895","DEN","UAS",NA,"CLT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT(?)","3 NM S of CLT",NA
"Reported a UAS off the right side at 5,200 feet, 3 NM S SLC. No evasive action reported. SLC Airport PD notified at.","5/14/2018","0:47","2018-05-14T00:47Z","N97075","DEN","UAS",NA,"SLC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","3 NM S SLC",NA
"Reported a white and orange object, unable to determine if a balloon or a UAS at 11,500 feet, 15 NM SE MKE. No evasive action taken. LEO notification not reported.","5/14/2018","23:29","2018-05-14T23:29Z","AAL2459","DEN","UAS",NA,"WOC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AIRPORT","15 NM SE MKE",NA
