"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR"
2019-01-07,"23:32","2019-01-07T23:32Z",NA,"DEN","UAS",NA,"LWB","Individual Thomas Scott Virginia DL# A60422836 of 151 Country Meadows Lane Lewisburg, WVflew a white drone in close proximity to Greenbrier Valley Airport, lost control of the drone and it landed on airport property within 90 feet of the LWB VOR and settled to the ground inside the airport fence. No other aircraft were involved and Mr. Scott called the airport FBO and reported that he had lost his drone on airport property. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-10,"08:14","2019-01-10T08:14Z","SWA276","DEN","UAS",NA,"N90","Reported a UAS at the same altitude while NNW bound at 5,500 feet 6 NNW of LGA. No evasive action taken. NYPD Aviation Unit notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-11,"01:48","2019-01-11T01:48Z","PWA420","DEN","UAS",NA,"APF","Aircraft reported 2 UAS at 1,600 feet 7 NM NE of APF. No evasive action taken. Collier County Sheriff notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-13,"04:08","2019-01-13T04:08Z","N3020S","DEN","UAS",NA,"S46","Aircraft reported gray quadcopterUAS, pass 400 feet below, whileS bound at 2,000 feet, 1 NM W of S50. No evasive action taken. AuburnPD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-13,"21:34","2019-01-13T21:34Z","LN911","DEN","UAS",NA,"FSD","Reported observing a dark colored UAS the size of a Goose or Eagle near the approach end or RYW 33 at 500 to 800 feet. No evasive action taken. Sioux Falls PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-14,"02:37","2019-01-14T02:37Z","LXJ592","DEN","UAS",NA,"YIP","Reported observing a UAS off of the left side moving E to W while climbing through 200 to 1,500 feet after departing RWY 05R. No evasive action taken. Van Buren PDand Airport PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-14,"23:24","2019-01-14T23:24Z","JBU490","DEN","UAS",NA,"JFK","Reported observing a white Quad-copter UAS operating from the 12 o'clock and 200 feet below while NE bound at 1,500 feet, 5 NM SW of JFK. No evasive action taken. NYPD Port Authority notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-15,"23:09","2019-01-15T23:09Z","N682MA","DEN","UAS",NA,"ACY","Reported observing a silver UAS off of the right side while Nboundat 2,500 feet in the vicinity of ACY. No evasive action taken. Vineland PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-16,"04:14","2019-01-16T04:14Z","SKW3532","DEN","UAS",NA,"GNV","Aircraft reported 2 UAS a 50 feet, 1 NM E of GNV. No evasive action taken. Unknown if LE was notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-16,"22:00","2019-01-16T22:00Z",NA,"DEN","UAS",NA,"ROC","ATCT personnel reported a quad rotor UAS orbiting at 25 feet over the airport parking lot. UAS maintained this position for a few minutes then departed to the NE. No impact to airport operations. Rochester PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-17,"06:26","2019-01-17T06:26Z","G2904","DEN","UAS",NA,"LAN","Aircraft reported multiple UAS 500 feet low off the right side while SW bound at 1,800 feet, 6 NM SW of LAN. No evasive action taken. Clinton County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-17,"23:26","2019-01-17T23:26Z","N343AM","DEN","UAS",NA,"MAF","Aircraft reporteda UAS 100 feet off the right wing at 8,500 feet in the vicinity of MAF. No evasive action taken. Midland County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-18,"08:33","2019-01-18T08:33Z",NA,"DEN","UAS",NA,"SKF","ATCT was advised by SKF Command Post that a concerned citizen reported a large glider type UAS between 500-1,000 feet approximately 8 NM SSE of Lackland AFB. UAS was over Huebner Rd. between Bandera Rd. and Babcock Rd. LEO was not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-21,"06:12","2019-01-21T06:12Z","N846SP","DEN","UAS",NA,"TOA","Reported a UAS off right wing at 1,700 feet while Nbound at same altitude 7.5 NM SE of TOA. No evasive action taken. No description of UAS was given. Long Beach Port Authority notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-21,"22:06","2019-01-21T22:06Z","ENY3556","DEN","UAS",NA,"MDT","Aircraft reported to the Tower after departure that they observed a UAS or large bird, but couldn't make out exactly what they saw.Noevasive maneuvers reported. LEO notification was not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-21,"22:59","2019-01-21T22:59Z","JIA5324","DEN","UAS",NA,"CLT","Reported sighting a medium sizewhite UAS off of the right side travelingNbound at6,500 feet, 10 NM SW of CLT. Evasive action not reported. Monroe County PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-22,"01:13","2019-01-22T01:13Z","EJA606","DEN","UAS",NA,"LAS","Reported a grey and white quad-copter off the left side while Wbound at 400 feet. No evasive action taken. Las Vegas Metro PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-22,"10:31","2019-01-22T10:31Z",NA,"DEN","UAS",NA,"SFO","ATCT advised that SFO Communications Center received a report ofa UAS hovering near Signature FBO at 200 feet and another UAS hovering over Sea Plane Harbor at 400 feet. No aircraft were involved. No LEO notification.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-22,"17:52","2019-01-22T17:52Z",NA,"NCRCC","UAS","NCR-COORDINATION","USCP","USCP UAS activity on USCP grounds 1100-1300.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-23,"00:58","2019-01-23T00:58Z","LIFE4","DEN","UAS",NA,"HOU","Reported a white UAS 100ft above and off the right side while SE bound at 800ft. No evasive action taken. Houston PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-23,"02:40","2019-01-23T02:40Z","LKS801","DEN","UAS",NA,"SJU","PIC reported a red UAS off right wing at 200ft while departing SJU. No evasive action reported. SJU airport authority notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-23,"02:49","2019-01-23T02:49Z","SWA476","DEN","UAS","PAGED","N90","Aircraft reported UAS off right side at 3500 over TEB ARPT while on 9 NM final RWY 22L to EWR. EWR arrivals have been suspendedtemporarily. TEBTWR notified. NJ State PD notified. 2210 UPDATE: N90 reports EWR changed arrivals toRWY 11, normal departures on RWY 22. TEB ARPT Authority, NJ State PD and FBI have been notified and responding. 2230 CLOSEOUT: N90 reports out of hold toresume normal arrival operations toRWY 22R/L at 2219.NJ State PD Aviation Unit investigated scene and reports noUAS activityin VCNTY of TEB or EWR final approach course. NFA. NB notified. ATCSCC, AWO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-23,"02:56","2019-01-23T02:56Z","UAL2335","DEN","UAS","PAGED","N90","Aircraft reported UAS off right side at 3500 over TEB ARPT while on 9 NM final RWY 22L to EWR. EWR arrivals have been suspendedtemporarily. TEBTWR notified. NJ State PD notified. 2210 UPDATE: N90 reports EWR changed arrivals toRWY 11, normal departures on RWY 22. TEB ARPT Authority, NJ State PD and FBI have been notified and responding. 2230 CLOSEOUT: N90 reports out of hold toresume normal arrival operations toRWY 22R/L at 2219.NJ State PD Aviation Unit investigated scene and reports noUAS activityin VCNTY of TEB or EWR final approach course. NFA. NB notified. ATCSCC, AWO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-25,"05:43","2019-01-25T05:43Z","AAL470","DEN","UAS",NA,"SJC","Reported a small 1 foot black UAS 100 feet from left side at unknown altitude 3 mile final to SJC. No evasive action taken. San Jose PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-25,"22:18","2019-01-25T22:18Z","TROOPER2","DEN","UAS",NA,"ILM","Aircraft advised a UAS above treeline in their vicinity while on the ground 3 W of ILM.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-25,"22:31","2019-01-25T22:31Z","AAL499","DEN","UAS",NA,"P50","Aircraft reported UAS off the leftat same altitude while S bound at 4,000 feet, 10 NM WNW PHX. No evasive action taken. Unknown if LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,"04:00","2019-01-26T04:00Z","N4414Z","NCRCC","UAS",NA,"MTN","Upon entering aleft downwind to RWY 33 at MTN, the PICreported a UASwithin 100 feet of the aircraft while at 2,000 feet.No direction of flight given and no evasive action taken. Baltimore County PD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,"04:30","2019-01-26T04:30Z","N7780E","DEN","UAS",NA,"ZME","PIC reported almost hitting a drone at 3,000 feet, 20NE of HBG.UAS estimated to be 20 feet away. PICreported onfrequency but was not receiving ATC services. Forrest County Sheriff, Jones County sheriff at were notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,"06:41","2019-01-26T06:41Z","ASA1932","DEN","UAS",NA,"LAX","Reported UAS while WSW bound at 1,000 feet 1 mile final to RWY 24R. No evasive action reported. Los Angeles Airport PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,"09:25","2019-01-26T09:25Z",NA,"DEN","UAS",NA,"BUR","BUR airport operations vehicle reported a UAS 3 NM S of BUR at 1,000 feet. No description was reported. No impact to airport operations reported. Burbank PD Air Support notified on frequency. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-26,"20:28","2019-01-26T20:28Z","OXF494","DEN","UAS","MOR, PAGED","U90","Aircraft observed multiple UAS' whileNE bound at7,500 feet 45 NM NW of TUS. Evasive action was taken. Pima County Sheriff notified at. MOR filed.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-27,"05:46","2019-01-27T05:46Z","N5710F","DEN","UAS",NA,"TUS","PICreported a red 1'X1' UAS 100 feet below their aircraft while S bound at 3,600 feet 1 NM S of Tucson, AZ. No evasive action taken. Tucson PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-27,"07:38","2019-01-27T07:38Z","ROBBIE96","DEN","UAS",NA,"LAS","Tour helicopter reported 2 UAS below and to their left while S bound at 3,000 feet 1 NM NNW of LAS. No evasive action taken. LAS Metro Airport PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-27,"20:22","2019-01-27T20:22Z","N6147Y","DEN","UAS",NA,"FAY","PIC reported a light colored, medium sized UAS within 300 meters from their Aircraft while orbiting at 5,500 feet 5 NM W of FAY. No evasive action reported.Cumberland County Sheriffnotified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-27,"22:46","2019-01-27T22:46Z",NA,"DEN","UAS","NOTIFICATION-LATE","ROW","An off airport security officer reported a commercial sized quadcopter with red, blue and green lights operating over the E side of field and on the approach to RWY 21 between 100-200FT. The field was closed (outside of operational hours) during the incident. No conflicts with Aircraft reported. Roswell Police notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-27,"23:10","2019-01-27T23:10Z","N21SH","DEN","UAS",NA,"SCT","PIC reported UAS 300Ft below at 6000FT 7 NM S of ELB (El Toro VOR). Unable to provide any details. Unable to reach law enforcement. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28,"01:03","2019-01-28T01:03Z","ENY3880","DEN","UAS",NA,"ELP","PIC reported a white and redquadcopter at 5000FT 2 NM E of El Paso heading Wbound while on 2 NM final to RWY 26L. The Aircraft had to execute a missed approach because the UAS was below and could not descend. ENY3880 returned to land without incident. DPS notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28,"01:30","2019-01-28T01:30Z","DAL128","DEN","UAS",NA,"LAX","PIC reported a white UAS off left side at 300FT 0.5 NM S of LAX while on final RWY 24R. No evasive action reported. ARPT OPS notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28,"02:55","2019-01-28T02:55Z","N196MC","DEN","UAS",NA,"P50","PIC reported a white rotorcraft from the 12 o'clock position while NNW bound at 3,500FT 12 NM E PHX. No evasive action taken. Mesa PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28,"02:57","2019-01-28T02:57Z","N9619W","DEN","UAS",NA,"LOU","PIC reported a white UAS at 1,400FT 0.5 NM N of LOU. AIR20, local police helicopter,was notified and conducted a search of the area but was unsuccessful.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28,"03:30","2019-01-28T03:30Z","JIA5490","DEN","UAS",NA,"ZTL","PIC reported a medium sized red UASat the 12 o'clock position while W bound at 20,000FT 45 NM ENE of ATL. No evasive action taken. Jackson County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28,"03:50","2019-01-28T03:50Z","HOUND91","DEN","UAS",NA,"ABI","PIC reported a black UAS at 6 o'clock position 600FT while W bound 0.75 NM from approach end of RWY 35R. Taylor County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28,"09:17","2019-01-28T09:17Z","N772CB","DEN","UAS",NA,"SMO","Aircraft reported sighting a UAS fly over the Staples Center at 1,000 feet while operating at 800 feet. No evasive action taken. SMO Airport PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28,"18:25","2019-01-28T18:25Z",NA,"NCRCC","UAS",NA,"NCRCC","UAS operations in progress in vicinity of Potomac MD, DCA166008, AOB 400 feet, until 1030L. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-28,"21:41","2019-01-28T21:41Z","AAL1358","DEN","UAS",NA,"SAT","Pilot reported a black quad-copter UAS at 3 o'clock 100 feet below while SE bound at 700 feet, 1.5 NM NW of SAT. No evasive action taken. San Antonio PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-29,"00:03","2019-01-29T00:03Z","JIA5379","DEN","UAS",NA,"PHL","PIC reported a UAS at it's 12 o'clock position 50FT above Aircraft while turning W bound at 7,500FT 8.5 NM NE PHL. No evasive action reported. Local law enforcement notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-29,"00:32","2019-01-29T00:32Z",NA,"DEN","UAS",NA,"BJC","A caller notified the facility stating they were receiving a live feed from a UAS at 7,000-7,500FT and believed to be located 1 NM N of BJC. No impacts to operations reported. Wminster PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-29,"04:35","2019-01-29T04:35Z",NA,"NCRCC","UAS",NA,"NCRCC","Received a report via telephone of a UAS sighting in the vicinity of Route 50 and Centerville Road which is approximately1.5 - 2 miles S of the approach to IAD runway 1R (AML160003). Caller stated thatit appeared to be a fixed-wing type UAS with lights on the wings doing loops, unable to determine size.It didn't appear to be flying higher than 400 feet. NCRCC checked with IAD ATCT and they attempted to locate the UAS visually without success. IAD notified the Fairfax County Sheriff's Department whodispatched a vehicle to check the area - nothing found. NFA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-29,"06:01","2019-01-29T06:01Z","NVT20","DEN","UAS",NA,"DVT","PIC reported an orangequadcopter at it's 9 o'clock position at 1,000FT while N bound at 2,000FT 4 NM S of DVT. No evasive action taken.Phoenix PDnotified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-30,"03:26","2019-01-30T03:26Z",NA,"DEN","UAS","PAGED","WOC","INITIAL AND CLOSEOUT: DFW airport OPS detectedUAS activity at the approach end of RWY 13R. The airport authority visually confirmed the sighting. DFW stoppedoperations to that runway for approximately 5 minutes and the UAS landed and the operator could not be located. More to follow. 2309 HQ DEN contacted DFW WEST tower and got the UAS registration number. HQ DEN was unable to find a way to match the number to an owner. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-30,"11:31","2019-01-30T11:31Z","SPLY17","DEN","UAS",NA,"LAX","Reported observing a large black UAS pass at 7,000 feet, 13 NM E of Los Angeles. No evasive action taken. LEO was not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-31,"23:46","2019-01-31T23:46Z","N7375Q","DEN","UAS",NA,"LSV","Aircraftobserved a white UAS operating between 3,400-3,700 feet heading N bound over Craig Ranch Golf Course 5 NM W of LSV. No Aircraft involved. No impact to airport operations. Las Vegas Metro PD notified via 911. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-01,"01:58","2019-02-01T01:58Z","WJA1722","DEN","UAS",NA,"PSP","Passenger observed multiple fixed wing, grey, military style UAS pass approximately .5 mile away at the same altitude at FL370 in the vicinity of Klamath Falls (LMT). No evasive action reported. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-01,"08:26","2019-02-01T08:26Z","R20892","DEN","UAS",NA,"S46","While utilizing night vision goggles, Aircraft was making a VFR approach to RWY 15 at 21W (Ranger Creek Airport, WA) when they saw 2-4 white lights ahead and to their left. The PIC elected to break off their approach and identified the lights as a UAS that was hovering approximately at 4,500 AGL. PICelected todepart the area and reported the UAS followed themand was able to maintain90 knots. Pierce County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-01,"20:02","2019-02-01T20:02Z","N750DV","DEN","UAS",NA,"ZTL","Aircraft reportedared UAS, approximately 1,000feet below traveling E bound,while W bound at 8500feet. No evasive action taken. Floyd County Sheriffnotified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-01,"22:23","2019-02-01T22:23Z","N650FT","DEN","UAS",NA,"RSW","PIC reported a quad copter UAS 1,000FT below Aircraft while SE bound at 5,500FT 20 NM NW of Fort Meyers. No evasive action taken. Lake County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-02,"03:37","2019-02-02T03:37Z","N930PC","DEN","UAS",NA,"FLL","PIC reported a fast moving UAS while 7 NM W of FXE at 2,000FT. No evasive action taken. Local LEO was not notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-03,"03:23","2019-02-03T03:23Z","FFT1158","DEN","UAS",NA,"F11","PIC reported a green cone-shaped UAS from the right side while NNW bound at 7,000FT 6 NM ENE of Orlando Executive ARPT. No evasive action taken. Orange County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-03,"03:25","2019-02-03T03:25Z","AAL809","DEN","UAS",NA,"PHL","PIC reported a blue and silver medium sized quad copter UAS from the 1 o'clock position while W bound at 2,800FT 12 NM E of PHL. No evasive action taken. New Jersey State PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-04,"00:07","2019-02-04T00:07Z","RPA3463","DEN","UAS",NA,"N90","Reported a two to three foot silver UAS while Nbound at 3,000 feet, 5 NM N of LGA. No evasive action taken. NYPD Aviation Unit notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-04,"01:39","2019-02-04T01:39Z","JTL10","DEN","UAS",NA,"SAT","Reported a UAS while SE boundon1.5 NMfinal to RWY 13R. No altitude or descriptionreported. No evasive action taken. San Antonio PD notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-04,"04:46","2019-02-04T04:46Z","ASQ4271","DEN","UAS",NA,"I90","Reported a red UAS quad-copter 500 feet above aircraft while NNE bound at 4,500 feet, 10 NM N of Houston. No evasive action taken. Montgomery County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-04,"18:19","2019-02-04T18:19Z","N803AG","NCRCC","UAS",NA,"PCT","UAS: N803AG heading NW bound reported a small UAS at altitude 5,000 feet at the DCA320025 approximately 1311Z. No other details of UAS were given. That location is approximately at the JYO064005 or IAD010010. The Loudoun County Sheriffs office was contacted at.JYO ATCT does not see anything visually at that location. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-04,"22:05","2019-02-04T22:05Z",NA,"NCRCC","UAS","PAGED","NCRCC","UAS:Fairfax County Police reported sighting a UAS of unknown characteristics at building height on Yeager Road1 mile E of IAD runway 1R or approximately at the DCA289019. This location is less than a mile S of the NCRCC in a new housing development called Discovery Square.Fairfax County Police number is.Time of sighting is approximately 1655Z. 1725 IAD ATCT reported LE was unable to locate the UAS orthe operator. NFA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-05,"22:24","2019-02-05T22:24Z","AAL227","DEN","UAS",NA,"F11","PIC reported a quad-copter UAS pass off left side while heading S bound at 500FT 1 NM N of Orlando, FL. No evasive action taken. Orange County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-06,"00:59","2019-02-06T00:59Z","FDLOO","DEN","UAS",NA,"N90","Reported sighting a 2 foot, orange UAS operating 500 feet above while Ebound at 3,000 feet, 13 NM WNW of Calverton VOR. No evasive action taken. Suffolk County Sheriff Aviation Unit notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-06,"00:59","2019-02-06T00:59Z",NA,"NCRCC","NCR-COORDINATION","UAS","NCRCC","FRZ UAS Activity: DCA271009, AOB 400 feet, 2019-UAS-146908, Annandale, VA until 1545L. DCA and PCT notified. UAS activity terminated.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-06,"06:54","2019-02-06T06:54Z","DAL1492","DEN","UAS",NA,"SCT","Reported observing a dark colored 4 rotor UAS off of the right side operating 300 feet below them while SW bound at 6,800 feet, 20 NM ENE of LAX.Evasive action not reported. LA County Sheriff notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-06,"07:09","2019-02-06T07:09Z","GJS6241","DEN","UAS",NA,"DTW","Reportingobservinga UAS pass 100 to 200 feet below the aircraftfrom the twelve o'clock position while NNE boundat 1,800 feet on a 4 NM mile final to RWY 04L. Evasive action not reported. Detroit Airport PD notified.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-07,"01:05","2019-02-07T01:05Z",NA,"NCRCC","UAS","PAGED","USSS","USSS requested BLKJK1 to investigate P56A for possible UAS (DCA020002). PCT notified. 2014 ONEC convened. 2022 USSS has VIP movement and terminated request for BLKJK. ONEC terminated. 2023 BLKJK exited P56A. Negative results for UAS.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-07,"03:06","2019-02-07T03:06Z","N74LL","DEN","UAS",NA,"MSY","Reported sighting a white four rotor UAS 500 feet belowoff of the right side whileEboundat 1,100 feet, 22 NM SW of MSY. Evasive action not reported. Lafourche Parish Sheriff's Office notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-07,"07:01","2019-02-07T07:01Z","VIR23J","DEN","UAS",NA,"LAX","Reported sighting a UAS whileWbound at 2,500 feet, 9.5 NM final to RWY 24R. No evasive action taken. LAX Airport Authority notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-08,"00:11","2019-02-08T00:11Z","N911PA","DEN","UAS",NA,"MCO","Reported a red quad copter below and to the rightwhile SE bound at 2,700feet 5 NM NW of MCO. No evasive action taken. Orange County Sheriff notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-08,"02:02","2019-02-08T02:02Z","VAMPR11","DEN","UAS",NA,"PHX","Reported sighting a white UAS off the left side operating between 2,000 and 2,700 feet while ENE bound at2,000feet, 3 NM W of PXR on a 2 NM final. Evasive action not reported. Phoenix PD notified at.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-08,"03:46","2019-02-08T03:46Z","N805HD","DEN","UAS",NA,"BUR","Aircraft reporteda UAS at Mt. Lee while Wbound at 2,000 feet, 5 NM SE of Burbank. Evasive action not reported. LEO notified at. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-08,"04:33","2019-02-08T04:33Z","SWA4546","DEN","UAS",NA,"LAX","Reported sighting a black and white UASwhile SW bound at 1,100 feet on a 4 NM final to RWY 24R. No evasive action taken. LEO notified through City Operations. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-08,"05:58","2019-02-08T05:58Z","N40BL","DEN","UAS",NA,"BIL","Aircraft reporteda black, hexagonal UAS approximately 50 feet abovewhile at 4,000 feet, 2 NM E ofBillings. No evasive action taken. Billings PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-02-08,"07:05","2019-02-08T07:05Z","UPS2918","DEN","UAS",NA,"ONT","Aircraft reporteda dark colored helicopter type UAS heading Ebound, approximately 100 feet below while SW bound at 4,200 feet12 NM E of ONT. No evasive action taken. LEO was not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
