"dateonly","timeonly","DATE","CALLSIGN","POD","PRIMARYCODE","SECONDARYCODES","REPORTINGFACILITY","REMARKS","MORID.CEDAR","FACILITY.CEDAR","UTCTIME.CEDAR","UTCTIME24.CEDAR","CALENDARDATE.CEDAR","NEARESTAIRPORT.CEDAR","AIRSPACECLASS.CEDAR","ACLOCATION.CEDAR","ACALTITUDE.CEDAR","ACHEADING.CEDAR","RELATIVECLOCKPOSITION.CEDAR","UASLONG.CEDAR","UASLAT.CEDAR","SUMMARY.CEDAR","QAFINDINGS.CEDAR"
2019-11-06,"01:02","2019-11-06T01:02Z","UAL1070","DEN","UAS","COD, EMERGENCY","ZAU","POSSIBLE MEDIA EVENT: Aircraft impacted a UAS on the front of the aircraft while NE bound at 5,000 feet, damage unknown, UAS description unknown, no injuries reported. Landed RWY 27L at 0104. 0108 TSOC reports UAL Dispatch reports incident was a bird strike. 0122 PIC confirms incident was a bird strike, small dent on the nose. No injuries. AWO/ATCSCC/MR/SAFETY notified. NFA.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-08,"21:10","2019-11-08T21:10Z","DLH402","DEN","UAS",NA,"EWR","Aircraft observed a UAS 100 feet below the Aircraft while NE bound at 500 feet 2 NM SW of EWR on final to RWY 4R. No evasive action was taken.  Port Authority of NY/NJ notified at 973-961-6015.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-08,"23:30","2019-11-08T23:30Z","YEL62","DEN","UAS",NA,"BZN","Aircraft observed a white UAS while SE bound at 4,600 feet 1.5 NM NW of BZN on final to RWY 12. No evasive action was taken. Subsequent arrival reported UAS had landed at some green and white storage units. Gallatin County Sheriff notified at 406-592-2100.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-10,"19:11","2019-11-10T19:11Z","EDV3355","DEN","UAS",NA,"LGA","Aircraft observed a red UAS on final RWY 22R while SW bound at 1,500 feet. No evasive action was taken. PD notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-11,"19:30","2019-11-11T19:30Z","N126AB","DEN","UAS",NA,"RDU","Aircraft observed a UAS while on final RWY 32 at RDU. No evasive action was taken. Cary PD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-14,"16:35","2019-11-14T16:35Z",NA,"DEN","UAS",NA,"PAE","Local Controller observed a fixed wing UAS at 800 feet .5 NM W of PAE RWY 16R. No other aircraft involved. LEO notified at 425-238-7707.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-16,"16:21","2019-11-16T16:21Z","PDT4993","DEN","UAS",NA,"PHL","Aircraft observed a UAS off the right side same altitude while E bound at 800 feet on final to RWY 9R. No evasive action was taken. Philadelphia PD notified at 215-937-6963.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-17,"00:01","2019-11-17T00:01Z","QXE2411","DEN","UAS",NA,"SEA","Aircraft observed a red UAS off the right side at 1,600 feet while on a 3 to 4 NM final to RWY 16R. No evasive action was taken. Seattle PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-17,"01:53","2019-11-17T01:53Z","ASA9430","DEN","UAS",NA,"SEA","Aircraft observed a UAS off the right side while SE bound at 1,600 feet 4 NM final to RWY 16R. PIC stated object may have been a group of red balloons. No evasive action was taken. Seattle PD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-23,"18:46","2019-11-23T18:46Z","ANZ18","DEN","UAS",NA,"LAX","Aircraft reported a grey, basketball size, UAS while on 10 NM final RWY 25L to LAX. No evasive action taken. LAX ARPT PD notified at 425-646-4265. 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-11-29,"16:43","2019-11-29T16:43Z","CPA884","DEN","UAS",NA,"LAX","Aircraft observed a black UAS while SW bound at 1,500 feet 2 NM E of LAX on final to RWY 24R. No evasive action was taken. LEO notified at 310-646-4265.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-05,"05:45","2019-12-05T05:45Z","SWA1659","DEN","UAS",NA,"LAX","Aircraft observed a white, 3 foot by 3 foot UAS at 200 feet while exiting RWY 24R. No evasive action was taken. Los Angeles Airport Operations notified at 855-463-5252. Neither UAS or operator located.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-06,"19:36","2019-12-06T19:36Z",NA,"DEN","UAS",NA,"TSOC","Anonymous call received at the Hillsboro Country Aviation Authority of a UAS operating at 2,000 feet over the S portion of RWY 1R at TPA. No evasive action reported. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-20,"17:21","2019-12-20T17:21Z","SWA2521","DEN","UAS",NA,"MCO","Aircraft observed a black/white UAS while N bound at 1,600 feet on final approach to RWY 35R. No evasive action was taken. Orange County Sheriff notified at 407-893-3600.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-22,"22:53","2019-12-22T22:53Z","AAL1520","DEN","UAS",NA,"MIA","Passengers reported to PIC after landing a UAS at 3,000 feet 10 NM W of MIA as the aircraft was on final approach to RWY 09. PIC never saw UAS and no evasive action was taken. LE not notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-24,"22:37","2019-12-24T22:37Z","AAL2437","DEN","UAS",NA,"LAX","Aircraft observed a UAS off the right side while SW bound at 1,200 feet 3 NM NE of LAX on final to RWY 25L. No evasive action was taken. Los Angeles City Operations notified at 424-646-9071. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-27,"05:05","2019-12-27T05:05Z","SWA2451","DEN","UAS",NA,"OAK","Aircraft reported multiple UAS off the right side, while at 500 feet, short final to RWY 30 OAK. No evasive action taken. Alameda County Sferiff notified at 510-667-7721. 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-12-31,"23:00","2019-12-31T23:00Z","AAL1953","DEN","UAS",NA,"PBI","Aircraft reported a white quad-copter UAS off the right side, while at 400 feet on 1 NM final to RWY 10 PBI. No evasive action taken. Palm Beach Sheriff notified at 561-471-7426. USSS was notified.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"01:12","2020-01-01T01:12Z","MHO518","DEN","UAS",NA,"HNL","Aircraft observed a 2 UAS operating at 1,000 feet off of the departure end of RWY 8L. No evasive action was taken. Local LEO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-01,"16:00","2020-01-01T16:00Z","AAL2344","DEN","UAS",NA,"MIA","Aircraft observed a UAS off the left side while on final for RWY 30, aircraft went around to avoid UAS. MIA changed runway configuration for 15 minutes as a precaution. Miami-Dade PD notified at 305-595-6263. MR/AJT/AWO notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-02,"03:00","2020-01-02T03:00Z",NA,"DEN","UAS",NA,"WOC","0242 BUF ATCT observed a UAS overfly RWY 14/32 and the terminal area. No Aircraft involved. HQ DEN was not notified at the time of the event. NFTA notified at 630-6150.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-04,"23:37","2020-01-04T23:37Z","N3048E","DEN","UAS",NA,"LGB","Aircraft observed a UAS off the left side while E bound at 1,000 feet while on the downwind to RWY 26L. No evasive action was taken. Long Beach PD notified at 562-570-2643.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-06,"21:58","2020-01-06T21:58Z","ASA1047","DEN","UAS",NA,"AUS","Aircraft observed a  silver quadcopter UAS from the 1 o'clock position while S bound at 2,500 feet on 7 mile final to RWY 17R. No evasive was taken. Austin PD notified at 512-974-5750.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-12,"21:13","2020-01-12T21:13Z","N6026Z","DEN","UAS",NA,"APA","Aircraft observed a red twin tail RC aircraft at 6,400 feet, 200 feet below aircraft while on base leg turn for RWY 35L at APA. Evasive action not reported. LE notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-16,"23:16","2020-01-16T23:16Z","N218CS","DEN","UAS",NA,"LGB","Aircraft observed a UAS 200 feet below while Wbound on 2 NM final to RWY 26R. No evasive action was taken. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-17,"00:38","2020-01-17T00:38Z","QTR730","DEN","UAS",NA,"DFW","Aircraft observed a UAS off the departure end of RWY 35L at 800 feet. No evasive action was taken. DPS notified at 972-973-3210.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-19,"17:10","2020-01-19T17:10Z","UNY3377","DEN","UAS",NA,"DFW","Aircraft reported a UAS at 4,400 feet while on final to RWY 35C. No evasive action taken. DFW DPS notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-19,"18:52","2020-01-19T18:52Z","OXF346","DEN","UAS",NA,"FFZ","Aircraft reported a blue UAS, while NE bound at 1,800 feet, 1 NM NE of RWY 4R. No evasive action taken. Mesa PD notified at 480-644-2211. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-22,"19:41","2020-01-22T19:41Z","N752JC","DEN","UAS",NA,"OPF","Aircraft observed a red quad copter UAS off the left side while on final RWY 27R at 1,00 feet 4.3 NM from OPF. No evasive action was taken. Miami Dade County Sheriff notified at 305-476-5423.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-25,"03:08","2020-01-25T03:08Z","AAL1605","DEN","UAS",NA,"RDU","Aircraft reported a UAS off the left side while at 1,200 feet, 3 NM final to RWY 23R RDU. No evasive action taken. Wake county Sheriff notified at 919-856-6911. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-01-29,"16:15","2020-01-29T16:15Z",NA,"DEN","UAS",NA,"PBI","PBI County Department of Airports Operations Manager reported a UAS found in the grass S of RWY 28R extended centerline, E of TWYL7. No aircraft involved.  Palm Beach County Sheriff notified at 561-602-8432. 1625 Airport Manager provided case number #20031712.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-01,"02:55","2020-02-01T02:55Z",NA,"DEN","UAS",NA,"COS","COS observed two UAS overflying the terminal, Airport Operations notified local law enforcement, currently no impact to operations. HQ DEN reached out to COS Military Operations, Sandy Creek Airport PD investigating, currently one drone visible between 100 and 200 feet E of RWY 35R within Class C airspace. 0427 COS Airport Operations reports no sightings in the last 40 minutes, investigation ongoing.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-04,"08:30","2020-02-04T08:30Z","FFT756","DEN","UAS",NA,"DEN","Aircraft observed a UAS off the left side while N bound at 75 feet while on final approach to RWY 35L. No evasive action was taken. LEO notification not reported.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-06,"22:45","2020-02-06T22:45Z","LTHL272","DEN","UAS",NA,"MFE","Aircraft observed a red UAS while NW bound at 600 feet on 1 mile final RWY 32. No evasive action was taken. Local law enforcement notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-07,"03:32","2020-02-07T03:32Z","LN1273A","DEN","UAS",NA,"APA","Aircraft observed a quad-copter UAS with red and green lights left of center RWY 35R. No evasive action was taken. Approach end of RWY was obstructed by snow and could not be observed by the Tower personnel. LEO notification was not provided. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-07,"16:49","2020-02-07T16:49Z","N2069Y","DEN","UAS",NA,"GSO","Aircraft observed a white UAS pass 200 feet below headed E bound while at 2,500 on downwind RWY 27R GSO. No evasive action was taken. Gilford Metro PD notified at 336-373-2933.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-07,"21:15","2020-02-07T21:15Z","SWA1265","DEN","UAS",NA,"SCT","Aircraft observed a white/black UAS off the right side while NW bound at 500 feet off departure end RWY 30. No evasive action was taken. PD notified at 565-421-2701.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-08,"06:12","2020-02-08T06:12Z","HAL552","DEN","UAS",NA,"ITO","Local control observed a UAS operating in VCNTY of RWY 8 approach end. PIC confirmed a large UAS was operating at approximately 500 feet. No evasive action taken. Local PD and ARPT Security notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-09,"19:15","2020-02-09T19:15Z","VOI964","DEN","UAS",NA,"SAT","Aircraft observed a red and black UAS while SE bound at 1,500 feet on final approach to RWY 13R. No evasive action was taken. San Antonio Metro PD notified at 210-207-7484. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-09,"23:20","2020-02-09T23:20Z","DAL1982","DEN","UAS",NA,"ZMA","Aircraft observed a UAS while SE bound at 750 feet 3 NM NW of MIA on the approach to RWY 12. No evasive action was taken. MIA stopped arrivals to RWY 12 and landed RWYs 08L/08R for 30 to 45 minutes. At approximately 0005 MIA resumed arrivals to RWY 12, UAS no longer observed. Miami Dade PD notified at 305-876-7373. 0052 HQ DEN reached out to Miami Dade PD MidW District, 305-471-2800, area was canvassed with no findings. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-10,"21:56","2020-02-10T21:56Z","KOW597","DEN","UAS",NA,"DAL","Aircraft observed a UAS at 900 feet from the 12 o'clock while NW bound at 900 feet on 1 NM short final to RWY 31R.  No evasive action was taken. DFW DPS notified at 972-973-3210. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-14,"20:21","2020-02-14T20:21Z","AVA038","DEN","UAS",NA,"MIA","Aircraft observed a UAS off the right side while on 1 NM final to RWY 9 MIA. No evasive action was taken. Miami-Dade Aviation Unit notified at 305-953-6000. No impact to operations. HQ DEN recommended Airport Ops go to VCNTY and ensure UAS is no longer in area. 2040 MIA ATCT reports Metro PD helicopter search area with negative results. AWO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-15,"20:26","2020-02-15T20:26Z","RIX158","DEN","UAS","MOR","ORL","Aircraft reported a black quad-copter UAS approximately 100 foot off right wing, while at 1,100 feet, 2 NM final to RWY 7 ORL. No evasive action taken. Orange County Sheriff notified at 407-893-3600. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-15,"21:33","2020-02-15T21:33Z","JBU1850","DEN","UAS","MOR","SAV","Aircraft reported a fixed wing UAS pass within approximately 50-200 foot while at 2,200 feet, 1 NM off departure end of RWY 10 SAV. No evasive action taken. LEO notification not reported. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-16,"16:10","2020-02-16T16:10Z","N565L","DEN","UAS",NA,"ADS","Aircraft observed a small red UAS E bound off the left side while on 3 NM left base RWY 15 at 2300 feet. No evasive action was taken. DFW Airport DPS notified at 972-973-3210.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-16,"23:25","2020-02-16T23:25Z","KAP712","DEN","UAS",NA,"C90","Aircraft observed a small, dark, UAS 100 feet above it at the 9 o'clock position, while W bound at 4,000 feet 15 NM E of ORD established on final for RWY 28C. No evasive action was taken. FBI notified at 312-421-6700.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-17,"16:31","2020-02-17T16:31Z","NKS1077","DEN","UAS",NA,"FLL","Aircraft observed a 4 blade white UAS 1,000 feet below aircraft while E bound at 2,400 feet on a 7 NM final to RWY 10R. No evasive action was taken. MIA TRACON and Broward County Sheriff notified at 954-764-4357. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-18,"20:25","2020-02-18T20:25Z","EJA526","DEN","UAS",NA,"CLE","Aircraft observed a small UAS 100 feet below while on final to RWY 2R at CLE at 400 feet 2 NM from CLE. No evasive action was taken. FBI notified at 216-372-3848.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-19,"18:45","2020-02-19T18:45Z","UAL2093","DEN","UAS",NA,"PDX","Aircraft observed a UAS, operating at approximately 1000 feet, while E bound on 7 NM final to RWY 10L PDX. No evasive action was taken. PDX ARPT Communications Center notified at 503-460-4400. No further sightings, no impact to operations. AWO notfiied.  
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-19,"21:08","2020-02-19T21:08Z","N95BD","DEN","UAS",NA,"PDX","Aircraft observed a UAS on 7 mile final RWY 10L at PDX. No evasive action was taken. Port of PDX Comms Center notified at 503-460-4400.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,"22:37","2020-02-22T22:37Z","DAL2154","DEN","UAS",NA,"FLL","Aircraft observed a quad copter UAS at their 12 o'clock while E bound at 3,000 feet 10 NM final to RWY 10L. No evasive action was taken. Broward County Sheriff notified at 954-754-4357. Units were dispatched, saw the UAS and followed it but eventually lost sight of it. UAS operator not located.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-22,"22:48","2020-02-22T22:48Z","ASA1346","DEN","UAS",NA,"FLL","Aircraft observed a quad copter UAS while E bound at 3,700 feet 10 NM final to RWY 10R. No evasive action was taken. BSO (954-754-4357) was dispatched, saw the UAS and followed it but eventually lost sight of it. UAS operator not located.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,"00:35","2020-02-24T00:35Z","SWA2764","DEN","UAS",NA,"P50","Aircraft observed a red UAS 2,000 feet below off the left side while N bound at 6,000 feet 7 NM SE of PXR in the downwind for RWY 25L. No evasive action was taken. Phoenix PD notified at 602-273-3311. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,"03:40","2020-02-24T03:40Z","SWA2948","DEN","UAS",NA,"ELP","Aircraft observed a UAS with green lights while W bound at 5,500 feet 5 NM final to RWY 26L at ELP. No evasive action was taken. El Paso DPS notified at 915-849-4080.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-24,"20:30","2020-02-24T20:30Z","N21329","DEN","UAS","MOR","FFZ","MOR stated aircraft observed a fixed wing remote control aircraft operating at approximately at 800 feet, 1/4 NM off approach end RWY 4L. No evasive action was taken. Mesa PD notified and dispatch to location of sighting. 2145 HQ DEN contacted FFZ ATCT who states RC did not impact operations and Mesa PD was unable to locate the pilot. No further sightings have been reported or observed from ATCT. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,"20:05","2020-02-27T20:05Z","N708W","DEN","UAS",NA,"SFB","Aircraft reported a grey quad-copter UAS off the right side, operating at same altitude, while at 1,600 feet on right base RWY 27L. No evasive action taken. Seminole County Sheriff notified at 407-708-7622. Sheriff reported negative findings in area.  
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-27,"21:23","2020-02-27T21:23Z","N103AV","DEN","UAS",NA,"PDK","Aircraft reported a black quad-copter UAS off the left side, pass within 2 feet, while at 1,000 feet on left base RWY 3R. No evasive action taken. DeKalb PD notified at 678-406-7944. HQ DEN contacted ATCT who confirmed no further sightings or impact to operations. 
",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,"19:22","2020-02-29T19:22Z",NA,"DEN","UAS",NA,"DAL","(via MOR) Airport OPS observed a UAS off the N side of the airport, approach end of RWY 13L at approximately 100 feet. No Aircraft involved. No impact to operations reported. Dallas DPS notified at 214-670-6160. HQ DEN contacted DAL ATCT informing them of the need to report UAS activity to the DEN.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,"20:02","2020-02-29T20:02Z","LOF4629","DEN","UAS",NA,"ORD","(via MOR) Aircraft observed a red UAS while W bound at 2,700 feet 5 NM final to RWY 27R. No evasive action was taken. HQ DEN contacted ORD ATCT instructed them to report UAS sightings to the DEN. Chicago PD notified at 773-894-5000. AWO advised.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-02-29,"20:39","2020-02-29T20:39Z","KLM641","DEN","UAS",NA,"JFK","Aircraft observed a UAS while NW bound at 4,100 feet 12 NM final to RWY 31R. No evasive action was taken. NYPD notified at 516-573-4000. JFK ATCT reported no impact to operations. AWO advised.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-01,"15:05","2020-03-01T15:05Z","JBU2901","DEN","UAS",NA,"JFK","MOR for JBU949 indicates aircraft observed a red UAS at 1,700 feet 1 NM NW of JFK off the departure end of RWY 31L. No evasive action was taken. NY Port Authority OPS and Port Authority PD notified. AWO notified.  ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-01,"15:37","2020-03-01T15:37Z","DAL2395","DEN","UAS",NA,"LGA","Aircraft observed a red UAS off the left side while on final to RWY 22 at 900 feet. Evasive action was taken to adjust aircraft descent rate from 700 feet to 200 feet per minute to avoid UAS. NYPD notified at 718-692-1220. ATIS broadcast updated to include UAS activity. AWO notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-02,"00:30","2020-03-02T00:30Z","EJA346","DEN","UAS",NA,"PHX","Aircraft observed a UAS 100 feet below them while WSW bound at 3,000 feet 6 NM final to RWY 25L. No evasive action was taken. Phoenix PD notified at 602-273-3311.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-03,"13:42","2020-03-03T13:42Z","AAL2165","DEN","UAS",NA,"LGA","Aircraft observed a UAS SW bound at 900 feet on a 2.5 mile final to RWY 22. No evasive action was taken. NYPD notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-04,"00:10","2020-03-04T00:10Z","RPA5959","DEN","UAS",NA,"BNA","Aircraft observed a target on TCAS while SW bound 3 NM NE of BNA on final to RWY 20. No evasive action was taken. BNA ATCT observed a UAS via binoculars approximately 700 feet. BNA Airport Authority notified at 615-275-1703.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-07,"17:10","2020-03-07T17:10Z","N3059B","DEN","UAS","MOR","GRB","Aircraft observed a rotorcraft UAS at 1 O'clock position, over Lambau Stadium at approximately 1,300 feet, while at 1,300 feet final approach RWY 24 GRB. No evasive action was taken. No impact to ops. LEO notification not reported in MOR, HQ DEN contacted GRB ATCT, but controller working incident was unavailable. 1745 GRB reports Brown County Sheriff notified at 920-431-5753. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-07,"21:00","2020-03-07T21:00Z",NA,"DEN","UAS",NA,"HSV","Employee of HSV observed a UAS around RWY 36L approach lights at HSV. HSV ATCT controllers amended the landing clearance of an arriving aircraft to land on RWY 36R. HSV airport authority was notified and made contact with the UAS operator. UAS was not part 107. UAS operator has not been arrested and no charges are pending at this time. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-08,"17:45","2020-03-08T17:45Z","EJM194","DEN","UAS",NA,"VRB","Passengers observed a white quadcopter at 2,000 feet off the left wing of the aircraft while the aircraft was approximately 4 miles off the departure end of RWY 12R. No evasive action taken. Local law enforcement notified.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-08,"19:58","2020-03-08T19:58Z","N929WG","DEN","UAS",NA,"MDW","Aircraft observed a UAS of nondescript size or color operating near the end of RWY 22L while on final at 2,500 feet. No evasive action was taken. Midway Airport Authority notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-09,"01:36","2020-03-09T01:36Z","SKW3886","DEN","UAS",NA,"LAX","Aircraft observed a UAS 500 feet below the aircraft while on 2 NM final to RWY 25L at 1,200 feet. No evasive action was taken. Los Angeles Sheriff notified at 310-646-4265. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-11,"15:33","2020-03-11T15:33Z","CAVE10","DEN","UAS",NA,"PIE","Aircraft observed a UAS at 500 to 600 feet while on 1 NM final to RWY 36. No evasive action was taken. A Sheriff's helicopter was departing the field and requested to investigate by the local controller with negative results.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-14,"15:13","2020-03-14T15:13Z","JBU842","DEN","UAS",NA,"JFK","Aircraft observed a silver UAS on 4 mile final for RWY 31R at 1,500 feet. No evasive action was taken. NYPD notified at 718-692-1230.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-15,"21:24","2020-03-15T21:24Z","DAL2036","DEN","UAS",NA,"ATL","Aircraft observed a silver quadcopter UAS off the left side while on 2 NM final to RWY 26 at 1200 feet. No evasive action was taken. Atlanta police Air 1 wsa notified and surveyed the area with negative results. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-16,"02:08","2020-03-16T02:08Z","SKW5045","DEN","UAS",NA,"AZO","Aircraft reported a NM AC with a UAS while on a 6 NM final approach to RWY 05 at MBS at 2,800 feet. No evasive action was taken. Saginaw PD and MBS Airport PD notified. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-17,"21:11","2020-03-17T21:11Z","COO45","DEN","UAS",NA,"CCR","Aircraft observed a UAS off the right side while SE bound on 3 NM final to RWY 19R. No evasive action was taken. Contra Costra notified at 945-646-2441.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-18,"17:03","2020-03-18T17:03Z","QXE2807","DEN","UAS",NA,"PDX","Aircraft observed a white UAS 1 foot in diameter off the left side at 1,400 feet on a 4 NM final RWY 10. No evasive action was taken. Portland PD notified at 911. ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020-03-18,"17:04","2020-03-18T17:04Z","SOO3603","DEN","UAS",NA,"PDX","Aircraft observed a white UAS, 1 foot in diameter, pass 50 feet above while at 1,250 feet, 4 NM final RWY 10. No evasive action was taken. Portland PD notified at 911.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
